NUMERO,REGION,F4,F5,P32,P33_C,P33_H,P33_S,P33_W,P56,P56_1,P57,P58,P60,FACTOR_TOTAL,P59_A,P59_B,P59_C,P59_D,P59_E,P59_F,P59_G,P59_H,P59_I,P61B_1,P61B_2,P61B_3,P61B_4,P61B_5,P61B_6,P61B_7,P61B_8,P61B_9,P61B_OTRO,P61B_OTRO_COD,P61A_1,P61A_2,P61A_3,P61A_4,P61A_5,P61A_6,P61A_7,P61A_8,P61A_9,P61A_OTRO,P61A_OTRO_COD,anio,tamano_empresa,es_mipyme,sector
868,1,2,1,1,3,2,3,1,2,3,3,2,,209.6189111747851,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,,8.0,,,,1.0,2.0,,,5.0,6.0,7.0,,,,,2024,Micro,1,Comercio
869,1,1,1,3,3,3,3,3,1,5,3,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,7.0,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Industria
871,1,1,1,4,3,1,1,1,2,3,3,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,7.0,,,,,1.0,,,,,,7.0,,,,,2024,Micro,1,Industria
872,1,3,1,4,3,4,4,3,3,5,1,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,7.0,,,,,,2.0,,4.0,,,7.0,,,,,2024,Micro,1,Servicios
874,1,2,1,1,5,4,4,1,1,1,3,2,,209.6189111747851,,,,,,,,,,1.0,2.0,,,,,,,,,,1.0,,,4.0,,6.0,,,,,,2024,Micro,1,Comercio
875,1,3,1,3,3,3,3,2,3,3,1,2,,272.0928725701944,,,,,,,,,,1.0,,,,5.0,6.0,,,,,,,2.0,,,5.0,,7.0,,,,,2024,Micro,1,Servicios
876,1,2,1,4,5,1,3,4,2,3,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,5.0,,,,,,,1.0,2.0,3.0,,5.0,,,,,,,2024,Micro,1,Comercio
878,1,2,1,1,3,2,3,2,3,2,2,2,,209.6189111747851,,,,,,,,,,1.0,,3.0,4.0,,6.0,7.0,,,,,,2.0,3.0,4.0,,6.0,7.0,,,,,2024,Micro,1,Comercio
879,1,3,1,2,2,3,3,1,2,1,3,2,,272.0928725701944,,,,,,,,,,1.0,,3.0,,,6.0,7.0,,,,,,2.0,,4.0,5.0,,7.0,,,,,2024,Micro,1,Servicios
880,1,3,1,4,3,3,5,3,1,5,3,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,,,,,,,,,4.0,,,7.0,,,,,2024,Micro,1,Servicios
881,1,3,1,3,4,2,4,2,2,3,3,2,,272.0928725701944,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,1.0,2.0,,4.0,,,,,,,,2024,Micro,1,Servicios
882,1,1,1,4,2,5,5,2,1,4,2,2,,103.51764705882353,,,,,,,,,,,,,,5.0,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,,2024,Micro,1,Industria
883,1,3,1,4,5,1,3,4,1,3,3,2,,272.0928725701944,,,,,,,,,,,,,,5.0,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Servicios
884,1,3,1,1,2,1,1,1,2,1,1,2,,272.0928725701944,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
886,1,3,3,4,5,2,4,2,1,4,3,2,,77.29824561403508,,,,,,,,,,1.0,,,,,,,,,,,1.0,,3.0,,5.0,,,,,,,2024,Mediana,1,Servicios
888,1,3,1,3,4,3,4,3,1,1,3,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,7.0,8.0,,,,,,,,5.0,6.0,7.0,,,,,2024,Micro,1,Servicios
889,1,2,1,3,4,3,3,4,2,3,3,2,,209.6189111747851,,,,,,,,,,,,,,5.0,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
890,1,2,1,4,4,2,3,2,2,2,2,2,,209.6189111747851,,,,,,,,,,,2.0,,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Comercio
892,1,1,1,4,4,4,3,3,3,3,3,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,7.0,,,,,1.0,2.0,3.0,,,,,,,,,2024,Micro,1,Industria
893,1,1,1,3,3,2,3,3,2,3,2,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,7.0,,,,,1.0,,,,,,,,,,,2024,Micro,1,Industria
894,1,3,1,3,3,3,3,3,2,3,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,7.0,,,,,1.0,2.0,,,,,7.0,,,,,2024,Micro,1,Servicios
895,1,3,1,1,2,2,2,2,2,1,3,1,1.0,272.0928725701944,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
896,1,3,3,3,3,2,1,1,1,3,3,1,1.0,77.29824561403508,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,,,,,7.0,,,,,1.0,,,,5.0,6.0,,,,,,2024,Mediana,1,Servicios
897,1,3,1,4,4,2,1,4,2,3,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,6.0,,,,,,2024,Micro,1,Servicios
898,1,2,1,1,1,5,5,1,2,1,2,2,,209.6189111747851,,,,,,,,,,1.0,,,,5.0,6.0,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Comercio
899,1,2,1,3,3,2,3,2,2,1,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Comercio
900,1,3,1,3,4,2,3,2,1,4,3,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Servicios
901,1,3,1,3,3,1,5,4,3,4,3,2,,272.0928725701944,,,,,,,,,,,,,,,,,8.0,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
902,1,2,1,4,3,4,3,3,1,3,2,2,,209.6189111747851,,,,,,,,,,,2.0,,,,6.0,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
904,1,2,1,4,3,5,4,5,2,3,2,2,,209.6189111747851,,,,,,,,,,1.0,2.0,,,,,,,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Comercio
905,1,3,1,4,1,1,2,1,3,2,2,2,,272.0928725701944,,,,,,,,,,,,,,,,,,,FRAUDE POR INTERNET,10.0,,2.0,,4.0,,6.0,7.0,,,,,2024,Micro,1,Servicios
908,1,3,1,4,3,3,4,2,2,4,3,2,,272.0928725701944,,,,,,,,,,,,3.0,4.0,5.0,,7.0,,,,,,2.0,,,,6.0,7.0,,,,,2024,Micro,1,Servicios
909,1,3,1,4,1,3,1,3,1,5,3,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,7.0,,,,,1.0,2.0,,4.0,5.0,6.0,7.0,,,,,2024,Micro,1,Servicios
910,1,3,1,3,5,5,5,3,2,2,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
911,1,3,1,3,1,1,3,1,3,3,2,2,,272.0928725701944,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
912,1,2,1,3,4,1,1,1,2,1,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,7.0,,,,,1.0,,,,,,,,,,,2024,Micro,1,Comercio
913,1,1,1,2,1,1,1,1,2,1,3,1,2.0,103.51764705882353,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,3.0,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Industria
916,1,3,1,3,3,3,3,3,3,3,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
917,1,2,1,1,1,1,1,1,2,1,3,2,,209.6189111747851,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
919,1,3,1,4,3,2,3,2,3,3,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
920,1,2,1,4,4,1,5,2,2,2,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Comercio
921,1,3,1,3,4,4,5,3,2,3,3,2,,272.0928725701944,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
922,1,2,1,3,2,2,2,3,2,3,2,2,,209.6189111747851,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
923,1,3,1,3,3,3,3,3,1,3,3,2,,272.0928725701944,,,,,,,,,,,,,,,6.0,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
924,1,3,1,3,4,4,3,2,2,3,1,1,1.0,272.0928725701944,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,4.0,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
926,1,3,1,4,5,5,3,3,2,5,2,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Servicios
927,1,2,1,1,3,1,5,3,2,1,3,2,,209.6189111747851,,,,,,,,,,1.0,,,,5.0,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
928,1,3,1,4,3,3,2,2,2,1,3,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,7.0,,,,,,,,4.0,5.0,,,,,,,2024,Micro,1,Servicios
929,1,2,1,1,3,1,3,2,2,2,2,1,2.0,209.6189111747851,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,3.0,,,,,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Comercio
930,1,3,1,3,2,2,2,1,2,1,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Servicios
931,1,1,1,4,4,4,3,2,2,2,3,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,4.0,5.0,,,,,,,2024,Micro,1,Industria
933,1,1,1,3,5,1,4,5,3,3,3,2,,103.51764705882353,,,,,,,,,,1.0,,,,,6.0,,8.0,,,,1.0,,,4.0,,6.0,,,,,,2024,Micro,1,Industria
934,1,3,1,3,3,3,3,3,2,3,3,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Servicios
935,1,3,1,3,3,4,4,1,2,2,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
936,1,1,1,1,3,1,4,2,2,2,3,2,,103.51764705882353,,,,,,,,,,,,,,5.0,,,,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Industria
938,1,3,1,4,3,3,4,2,3,3,2,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,,,,,,6.0,,,,,,2024,Micro,1,Servicios
939,1,1,1,2,3,3,3,2,3,4,3,2,,103.51764705882353,,,,,,,,,,,2.0,,4.0,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Industria
942,1,3,1,3,3,3,3,1,2,1,3,2,,272.0928725701944,,,,,,,,,,,2.0,,,,6.0,,,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
943,1,3,1,2,3,2,4,1,3,3,3,2,,272.0928725701944,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Servicios
945,1,2,1,3,1,2,3,1,3,3,3,2,,209.6189111747851,,,,,,,,,,1.0,,3.0,,,,,,,,,,2.0,,,,6.0,,,,,,2024,Micro,1,Comercio
946,1,3,1,5,3,2,3,2,3,3,2,2,,272.0928725701944,,,,,,,,,,1.0,,,4.0,5.0,,,,,,,,2.0,3.0,,5.0,6.0,,,,,,2024,Micro,1,Servicios
947,1,2,1,2,1,2,1,1,2,3,2,1,2.0,209.6189111747851,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,1.0,,,,5.0,,,,,,,2024,Micro,1,Comercio
948,1,1,1,4,2,1,1,1,1,5,3,2,,103.51764705882353,,,,,,,,,,1.0,,3.0,4.0,,,,,,,,1.0,2.0,3.0,,5.0,,,,,,,2024,Micro,1,Industria
949,1,3,1,4,2,3,2,2,3,2,1,2,,272.0928725701944,,,,,,,,,,1.0,,,4.0,,,,8.0,,,,,,,,5.0,6.0,,,,,,2024,Micro,1,Servicios
950,1,2,1,4,3,1,4,1,2,1,3,1,2.0,209.6189111747851,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,8.0,,,,1.0,2.0,,,,,7.0,,,,,2024,Micro,1,Comercio
951,1,1,1,2,3,2,3,3,3,3,2,2,,103.51764705882353,,,,,,,,,,1.0,,3.0,4.0,5.0,,,,,,,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,2024,Micro,1,Industria
952,1,3,1,3,3,1,2,2,2,2,2,1,2.0,272.0928725701944,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,2.0,3.0,,,,,,,,,2024,Micro,1,Servicios
953,1,2,1,4,5,2,3,2,2,3,2,2,,209.6189111747851,,,,,,,,,,,,,,5.0,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Comercio
954,1,3,1,4,4,4,5,5,2,1,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,6.0,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
955,1,3,1,2,3,2,4,4,3,3,2,2,,272.0928725701944,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
956,1,3,1,4,3,3,2,3,1,5,3,2,,272.0928725701944,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,,8.0,,,,1.0,2.0,,,,6.0,7.0,,,,,2024,Micro,1,Servicios
957,1,3,1,2,3,2,3,3,2,3,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Servicios
958,1,1,1,1,2,2,4,2,3,5,2,2,,103.51764705882353,,,,,,,,,,,2.0,,,,,,,,,,1.0,2.0,,,,6.0,,,,,,2024,Micro,1,Industria
960,1,1,1,4,3,3,4,1,2,1,2,2,,103.51764705882353,,,,,,,,,,,,3.0,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Industria
961,1,3,1,4,4,2,4,2,1,5,3,2,,272.0928725701944,,,,,,,,,,,,,,,,,8.0,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
962,1,1,1,3,2,3,3,5,3,3,1,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
963,1,1,1,3,2,3,3,2,2,3,3,2,,103.51764705882353,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Industria
964,1,2,1,4,2,2,2,1,1,5,3,1,1.0,209.6189111747851,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,1.0,2.0,,,,,7.0,,,,,2024,Micro,1,Comercio
965,1,3,1,3,4,3,3,2,3,4,2,2,,272.0928725701944,,,,,,,,,,1.0,2.0,3.0,4.0,,,7.0,,,,,,,,,,6.0,,,,,,2024,Micro,1,Servicios
966,1,2,1,3,5,3,4,1,2,3,3,2,,209.6189111747851,,,,,,,,,,1.0,2.0,,4.0,,,,8.0,,,,,,,,5.0,,7.0,,,,,2024,Micro,1,Comercio
967,1,3,1,4,3,3,2,2,3,3,3,1,2.0,272.0928725701944,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,5.0,,,,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Servicios
968,1,1,1,4,1,2,3,1,3,3,3,2,,103.51764705882353,,,,,,,,,,,2.0,,,,6.0,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Industria
969,1,3,1,4,3,4,3,2,1,5,2,2,,272.0928725701944,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Servicios
970,1,3,1,4,5,4,4,4,1,5,3,2,,272.0928725701944,,,,,,,,,,,,,,5.0,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Servicios
971,1,1,1,4,4,3,4,2,3,3,2,2,,103.51764705882353,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,,,,,,,,90.0,,,2024,Micro,1,Industria
974,1,3,1,2,1,1,1,1,2,1,2,2,,272.0928725701944,,,,,,,,,,,,,,,,,8.0,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
977,1,1,1,4,3,5,3,1,2,2,3,2,,103.51764705882353,,,,,,,,,,1.0,2.0,3.0,4.0,,6.0,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
978,1,2,1,3,2,3,2,2,1,4,3,2,,209.6189111747851,,,,,,,,,,,,,4.0,5.0,,,,,,,,,,,,6.0,7.0,,,,,2024,Micro,1,Comercio
981,1,2,1,3,3,1,3,1,1,3,3,2,,209.6189111747851,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
982,1,2,1,1,4,1,1,1,2,1,3,1,1.0,209.6189111747851,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,8.0,,,,,2.0,,,,,,,,,,2024,Micro,1,Comercio
983,1,2,2,3,4,4,3,3,3,5,2,2,,90.64285714285714,,,,,,,,,,,,,,,,7.0,,,,,,,,4.0,,,,,,,,2024,Pequeña,1,Comercio
984,1,2,1,3,4,4,4,5,3,3,2,1,2.0,209.6189111747851,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Comercio
985,1,3,1,3,3,2,3,2,3,1,3,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Servicios
986,1,1,1,1,3,1,3,1,2,1,3,2,,103.51764705882353,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Industria
987,1,3,1,3,4,3,4,2,3,5,3,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
988,1,2,1,1,3,1,2,3,1,3,3,1,1.0,209.6189111747851,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,7.0,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Comercio
989,1,1,1,3,5,1,5,5,1,5,3,2,,103.51764705882353,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,7.0,,,,,2024,Micro,1,Industria
990,1,3,1,4,3,3,3,2,3,5,2,2,,272.0928725701944,,,,,,,,,,,,,,,,,8.0,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
992,1,3,1,2,2,1,2,1,2,2,3,2,,272.0928725701944,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,,,,,,5.0,,,,,,,2024,Micro,1,Servicios
993,1,1,1,3,3,1,3,3,2,2,3,2,,103.51764705882353,,,,,,,,,,,,,4.0,,,,,,,,,,,4.0,,,,,,,,2024,Micro,1,Industria
995,1,3,1,2,2,2,1,1,2,2,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,5.0,,7.0,,,,,,,,4.0,,,,,,,,2024,Micro,1,Servicios
996,1,3,1,3,3,3,2,2,2,3,3,2,,272.0928725701944,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,,8.0,,,,1.0,2.0,3.0,,5.0,6.0,7.0,,,,,2024,Micro,1,Servicios
999,1,3,1,1,5,4,5,5,2,3,3,2,,272.0928725701944,,,,,,,,,,,2.0,,4.0,5.0,,,,,,,1.0,,,,5.0,,,,,,,2024,Micro,1,Servicios
1000,1,1,1,4,3,2,3,3,2,2,2,2,,103.51764705882353,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Industria
1001,1,3,1,5,5,5,3,4,2,3,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
1002,1,2,1,3,3,4,3,3,3,4,1,2,,209.6189111747851,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,5.0,,,,,,,2024,Micro,1,Comercio
1003,1,3,1,3,5,1,5,5,1,1,2,2,,272.0928725701944,,,,,,,,,,,,,,,,,8.0,,,,,,,,5.0,,,,,,,2024,Micro,1,Servicios
1004,1,1,1,3,4,2,3,3,2,3,2,2,,103.51764705882353,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,2024,Micro,1,Industria
1005,1,1,1,2,4,3,4,4,1,4,2,2,,103.51764705882353,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,1.0,2.0,3.0,,5.0,,7.0,,,,,2024,Micro,1,Industria
1006,1,2,2,3,5,1,5,5,1,5,3,2,,90.64285714285714,,,,,,,,,,,,,4.0,5.0,,,8.0,,,,1.0,2.0,,,,6.0,,,,,,2024,Pequeña,1,Comercio
1007,1,3,1,3,1,2,1,2,2,2,3,1,2.0,272.0928725701944,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Servicios
1009,1,2,1,3,1,4,3,1,3,4,3,2,,209.6189111747851,,,,,,,,,,,,,,5.0,,,,,,,,2.0,,4.0,,,,,,,,2024,Micro,1,Comercio
1010,1,3,1,3,4,2,4,2,2,2,3,2,,272.0928725701944,,,,,,,,,,1.0,2.0,,,,,,,,,,,2.0,3.0,,,,,,,,,2024,Micro,1,Servicios
1011,1,2,1,4,3,3,2,1,1,5,3,2,,209.6189111747851,,,,,,,,,,,2.0,,,,,,,,,,1.0,2.0,,,,,7.0,,,,,2024,Micro,1,Comercio
1012,1,3,1,3,2,2,2,2,1,3,3,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Servicios
1013,1,3,1,4,2,4,2,2,1,5,3,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,2024,Micro,1,Servicios
1014,1,3,1,4,3,4,4,4,2,3,3,2,,272.0928725701944,,,,,,,,,,,2.0,,,,,,,,,,,2.0,3.0,,,,,,,,,2024,Micro,1,Servicios
1015,1,3,1,3,1,2,2,1,1,4,3,2,,272.0928725701944,,,,,,,,,,1.0,2.0,,4.0,,,,,,,,,2.0,,,5.0,,,,,,,2024,Micro,1,Servicios
1016,1,3,1,3,4,4,2,3,1,4,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.0,,,,,,2024,Micro,1,Servicios
1017,1,2,1,3,4,1,3,1,2,1,3,2,,209.6189111747851,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,,,3.0,,,,,,,,,2024,Micro,1,Comercio
1018,1,2,1,3,3,1,2,1,3,3,2,2,,209.6189111747851,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Comercio
1019,1,3,1,3,3,3,2,1,2,3,2,2,,272.0928725701944,,,,,,,,,,,2.0,,,5.0,,7.0,,,,,,,,,5.0,,,,,,,2024,Micro,1,Servicios
1020,1,3,1,4,2,3,3,2,2,1,3,2,,272.0928725701944,,,,,,,,,,,,,,,6.0,,,,,,,,,,,6.0,,,,,,2024,Micro,1,Servicios
1021,1,2,1,4,3,2,1,1,2,3,2,1,2.0,209.6189111747851,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,COSTOS DE LOS INSUMOS,10.0,,,,,,,,,90.0,,,2024,Micro,1,Comercio
1022,1,3,1,1,4,2,5,3,2,1,3,1,2.0,272.0928725701944,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,,5.0,,7.0,,,,,1.0,2.0,3.0,,,,,,,,,2024,Micro,1,Servicios
1023,1,2,1,5,1,3,3,4,2,5,3,1,2.0,209.6189111747851,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,7.0,,,,,2024,Micro,1,Comercio
1025,1,2,1,3,2,3,3,3,2,2,3,2,,209.6189111747851,,,,,,,,,,,,,,,6.0,,,,,,,,,,,6.0,,,,,,2024,Micro,1,Comercio
1026,1,3,1,4,4,2,2,1,2,2,2,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,,,,,,,2024,Micro,1,Servicios
1027,1,2,2,3,4,3,3,2,2,2,3,2,,90.64285714285714,,,,,,,,,,1.0,,,,5.0,,,,,,,1.0,2.0,,4.0,,,,,,,,2024,Pequeña,1,Comercio
1028,1,3,1,4,1,2,2,1,2,1,3,2,,272.0928725701944,,,,,,,,,,,,,4.0,,,,,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Servicios
1029,1,2,1,3,3,2,3,1,2,3,3,2,,209.6189111747851,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,90.0,,,2024,Micro,1,Comercio
1030,1,3,1,2,2,1,2,2,2,3,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Servicios
1031,1,3,1,3,2,2,1,2,3,3,3,2,,272.0928725701944,,,,,,,,,,1.0,2.0,3.0,4.0,,6.0,7.0,8.0,,,,,,,,,,7.0,,,,,2024,Micro,1,Servicios
1033,1,2,1,3,2,3,2,3,2,2,3,1,2.0,209.6189111747851,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,2.0,,,,,,,,,,,2.0,,4.0,,6.0,,,,,,2024,Micro,1,Comercio
1034,1,1,1,5,4,2,3,5,3,5,2,2,,103.51764705882353,,,,,,,,,,,,,,,,,8.0,,,,,,,,5.0,,,,,,,2024,Micro,1,Industria
1035,1,3,1,3,4,2,4,3,2,3,2,1,2.0,272.0928725701944,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,5.0,,,,,,,,2.0,,,5.0,6.0,7.0,,,,,2024,Micro,1,Servicios
1036,1,3,1,3,3,2,3,3,2,2,3,1,2.0,272.0928725701944,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,,,,,,,,,,,2.0,,,,,7.0,,,,,2024,Micro,1,Servicios
1037,1,3,1,3,4,4,3,1,2,3,3,2,,272.0928725701944,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,2024,Micro,1,Servicios
1038,1,2,1,3,3,1,4,1,2,2,2,1,2.0,209.6189111747851,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,2.0,,,5.0,,7.0,,,,,2024,Micro,1,Comercio
1039,1,3,1,1,1,2,1,1,2,3,2,1,2.0,272.0928725701944,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,,1.0,2.0,3.0,4.0,,6.0,7.0,,,,,2024,Micro,1,Servicios
