ID,Localidad,UPL,P131_1,P131_2,P131_3,P131_4,P131_5,P131_6,P131_7,P131_8,P131_9,P131_10,P131_11,P131_12,P131_13,P131_14,P131_15,P131_16,P131_17,P131_18,P131_19,P131_20,P131_21,P131_22,P133_1,P133_2,P133_3,P133_4,P133_5,P133_6,P133_7,P133_8,P133_9,P133_10,P133_11,P133_12,P133_13,P134_1,P134_2,P134_3,P134_4,P134_5,P134_6,P134_7,P134_8,P134_9,P134_10,P134_11,P134_12,P130_1,P130_2,P130_3,P130_4,P130_5,P130_6,P130_7,P130_8,P130_9,P130_10,P130_11,P130_12,P130_13,P130_14,P130_15,P130_16,P130_17,P130_18,P130_19,P130_20,P130_21,P130_22,P130_23,P130_24,P130_25,P130_26,P130_27,P8_1,P8_2,P8_3,P152,P800,P801,REDAD,P802,FACTOR_1,FACTOR_2,P129
75,1,3,2,2,2,2,1,2,2,3,2,2,2,2,3,2,2,2,2,3,2,3,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1.0,,,4.0,5.0,,,,,,,,2,1,3,2,1,2,2,3,3,2,2,2,3,2,3,3,1,3,1,2,3,2,2,2,2,3,2,2.0,2.0,2.0,1,1,21,1,4,485.84419403381065,775.6471714382463,2
76,1,3,4,4,4,3,3,3,3,3,3,4,3,4,3,3,3,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1.0,2.0,,,5.0,,,,,,,,3,3,3,2,2,3,3,3,3,2,2,3,3,5,4,4,4,3,2,3,3,4,3,3,3,3,4,2.0,2.0,2.0,1,1,70,6,3,588.4958031232044,775.6471714382463,3
77,1,3,4,4,3,4,2,3,3,4,3,4,4,4,3,4,4,4,4,4,4,99,4,4,2,1,99,99,1,1,1,1,2,1,2,1,2,1.0,2.0,,,,,7.0,,,,,,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,5,4,3,4,4,4,4,4,5,4,,,,1,1,64,5,3,408.6479914906154,775.6471714382463,4
78,1,3,4,4,5,4,2,3,4,4,3,4,5,4,4,4,4,4,3,5,99,4,4,3,1,1,1,2,1,1,1,1,2,1,2,1,2,,2.0,,,,6.0,,8.0,,,,,4,3,4,4,4,4,4,3,5,4,4,4,4,4,4,5,4,5,4,99,99,4,4,5,4,5,4,,,,3,1,36,3,3,372.39257971504253,775.6471714382463,4
79,1,3,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,5,99,4,4,1,1,2,99,1,1,1,1,2,1,2,2,2,1.0,2.0,,,,,,8.0,,,,,4,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,3,5,4,5,99,5,4,4,4,4,4,,,,1,1,52,4,1,398.80307818373325,775.6471714382463,4
80,1,3,1,2,1,1,2,1,2,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,,,3.0,4.0,,6.0,,,,,,,3,1,2,1,1,2,2,4,3,2,2,2,3,2,2,2,2,2,1,3,3,2,2,2,3,3,2,,,,1,2,47,4,3,578.2038549958687,775.6471714382463,3
81,1,3,3,3,5,99,99,4,99,4,4,99,4,3,5,4,4,4,4,99,4,4,4,4,1,1,99,99,99,1,1,1,99,99,2,1,2,,,3.0,4.0,,,7.0,,,,,,3,2,4,99,99,99,99,4,4,99,4,3,5,4,4,4,5,99,3,4,5,3,2,3,3,4,2,,,,4,2,34,2,4,422.5865179027109,775.6471714382463,4
82,1,3,2,2,5,99,99,99,99,99,99,3,4,2,5,3,3,3,99,99,99,99,4,99,99,1,99,99,99,1,1,1,2,1,99,1,2,1.0,2.0,3.0,,,,,,,,,,4,2,5,3,1,99,99,99,99,5,4,3,5,4,3,3,99,99,4,99,99,2,2,3,99,5,99,,,,2,1,24,1,3,485.84419403381065,775.6471714382463,4
83,1,3,4,2,5,1,1,99,99,99,4,4,4,3,5,5,4,4,4,5,99,99,4,3,1,1,2,2,2,2,1,1,1,2,2,2,2,,2.0,,4.0,,,,8.0,,,,,3,3,4,3,1,99,99,4,3,3,4,4,4,4,4,4,4,99,3,99,99,4,4,3,99,4,99,,,,3,2,47,4,3,578.2038549958687,775.6471714382463,4
84,1,3,5,99,99,3,1,99,2,99,99,99,99,99,99,3,4,4,4,99,99,99,2,99,1,1,99,99,99,99,99,1,1,2,2,1,2,1.0,2.0,,,5.0,,,,,,,,5,99,99,3,1,99,5,99,99,99,99,99,99,4,4,3,5,99,4,99,99,3,2,4,99,4,99,1.0,5.0,2.0,1,2,46,4,1,578.2038549958687,775.6471714382463,5
85,1,3,4,5,4,3,1,4,99,4,99,4,4,4,5,4,4,4,4,99,4,4,4,99,1,1,1,1,1,2,1,2,1,2,99,2,2,1.0,2.0,3.0,,,,,,,,,,2,2,4,3,1,4,99,2,99,3,3,4,5,4,4,4,5,99,2,3,3,2,1,3,99,4,5,4.0,4.0,5.0,1,1,21,1,3,485.84419403381065,775.6471714382463,4
86,1,3,4,2,4,2,1,4,99,3,99,99,99,3,99,5,4,4,4,99,99,99,4,99,1,1,2,2,1,1,1,1,1,99,99,1,2,,2.0,,4.0,,,7.0,,,,,,3,4,4,3,1,4,4,4,4,99,99,3,99,4,3,4,4,99,4,99,99,4,3,4,99,4,4,,,,2,1,62,5,3,408.6479914906154,775.6471714382463,4
87,1,3,4,5,5,2,1,3,99,3,99,4,4,3,5,4,4,4,4,99,2,2,3,99,99,99,99,99,99,1,1,1,99,99,2,1,2,,2.0,,,,,7.0,8.0,,,,,2,3,5,3,1,4,99,4,99,5,99,3,5,3,3,4,4,99,4,4,5,3,2,3,99,4,5,,,,3,1,21,1,3,485.84419403381065,775.6471714382463,5
88,1,3,4,3,4,4,4,4,4,5,4,3,5,4,4,4,4,4,4,4,4,4,4,4,1,1,1,99,1,1,1,1,1,2,2,1,2,1.0,2.0,,,,6.0,,,,,,,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,,,,3,1,32,2,3,400.4644341871231,775.6471714382463,4
89,1,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,3,4,4,4,4,5,4,3,1,1,2,99,99,1,1,1,2,1,2,1,2,1.0,2.0,,,,6.0,,,,,,,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,3,,,,1,2,55,4,3,578.2038549958687,775.6471714382463,4
90,1,3,4,3,4,5,4,4,3,4,4,4,4,4,3,4,4,4,4,4,99,99,4,4,1,1,2,99,1,1,1,1,2,1,2,1,2,1.0,2.0,,,,,7.0,,,,,,4,3,4,4,4,99,99,99,99,4,4,4,4,4,4,4,4,4,4,99,99,5,4,5,4,4,5,,,,2,1,53,4,5,398.80307818373325,775.6471714382463,3
91,1,3,3,3,3,2,1,4,3,3,4,2,3,3,4,3,4,4,3,99,3,4,3,3,2,1,2,2,1,1,2,1,1,2,1,2,2,1.0,2.0,3.0,,,,,,,,,,3,3,3,2,1,3,3,3,3,2,3,3,3,4,3,3,3,4,2,4,2,3,2,3,3,4,4,,,,2,1,50,4,2,398.80307818373325,775.6471714382463,4
92,1,3,3,4,4,3,4,4,3,4,4,3,4,3,4,4,4,4,3,99,3,3,4,3,2,1,1,2,1,1,1,1,1,2,1,2,2,1.0,2.0,3.0,,,,,,,,,,3,3,3,3,3,4,4,3,3,4,3,3,3,4,3,3,3,4,3,4,4,4,3,4,4,3,4,,,,3,2,21,1,3,493.0801713917611,775.6471714382463,4
93,1,3,3,3,3,4,4,4,4,4,4,2,3,3,4,3,4,3,4,99,4,4,4,4,1,1,1,99,1,1,1,1,1,1,99,2,2,1.0,2.0,3.0,,,,,,,,,,3,3,3,4,1,4,3,4,3,2,4,3,4,4,4,4,4,4,3,2,3,4,2,2,3,3,3,3.0,3.0,3.0,3,1,31,2,3,400.4644341871231,775.6471714382463,4
94,1,3,3,3,3,3,1,4,3,4,4,2,4,3,4,3,4,3,3,4,2,4,4,4,1,1,2,1,1,1,2,1,1,2,1,2,2,1.0,2.0,,4.0,,,,,,,,,2,1,1,2,1,4,3,4,3,3,3,3,4,4,4,4,3,4,3,2,3,4,2,2,4,3,4,,,,1,2,32,2,3,422.5865179027109,775.6471714382463,3
95,1,3,2,3,3,3,1,3,99,4,99,3,3,3,4,3,3,3,3,99,2,3,3,99,2,1,1,1,1,1,2,1,99,99,2,1,2,1.0,,3.0,4.0,,,,,,,,,3,3,3,4,1,3,99,3,99,4,3,3,3,3,4,4,4,5,3,3,3,3,2,1,3,4,3,,,,2,2,72,6,4,825.4821773959635,775.6471714382463,4
96,1,3,4,1,1,99,1,4,3,2,3,3,3,3,4,3,4,4,4,99,3,3,4,4,2,99,2,99,1,1,2,1,1,2,2,2,2,1.0,,3.0,4.0,,,,,,,,,4,5,4,99,1,5,4,5,4,3,4,3,4,4,4,4,3,99,5,4,5,5,2,4,3,4,3,,,,2,2,38,3,3,518.7396010298404,775.6471714382463,5
97,1,3,4,3,3,99,99,99,99,99,99,2,4,3,4,3,4,3,4,3,3,3,4,99,2,1,1,1,1,1,2,1,1,2,1,2,2,,2.0,3.0,4.0,,,,,,,,,2,4,4,99,1,99,99,99,99,3,3,3,5,4,4,4,3,99,3,5,4,4,2,3,99,4,4,,,,3,1,26,2,3,400.4644341871231,775.6471714382463,4
98,1,3,3,4,4,4,3,4,3,4,3,4,3,4,4,4,3,4,3,4,2,2,3,3,99,1,2,1,2,99,99,1,99,99,2,2,2,1.0,2.0,3.0,,,,,,,,,,4,3,3,3,1,4,4,4,3,2,4,3,4,4,4,4,3,99,3,99,3,4,2,4,3,4,4,3.0,3.0,3.0,2,2,18,1,3,493.0801713917611,775.6471714382463,4
99,1,3,3,3,3,3,3,3,4,3,4,2,3,3,4,3,4,4,3,99,3,4,3,4,2,1,2,1,1,1,1,1,1,2,1,2,2,,2.0,,4.0,,,7.0,,,,,,3,3,3,3,1,4,4,4,3,2,3,3,3,3,4,4,4,4,3,3,4,4,2,4,3,4,3,,,,3,2,63,5,3,627.8615550109802,775.6471714382463,4
100,1,3,2,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,1,1,2,2,1,2,,,,4.0,5.0,6.0,,,,,,,2,2,2,2,1,3,3,3,3,2,1,1,2,2,2,2,2,3,2,3,3,2,1,3,3,2,3,3.0,3.0,3.0,1,2,38,3,3,518.7396010298404,775.6471714382463,2
101,1,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,2,2,2,2,2,1,1,1,2,2,1,2,,2.0,,,,6.0,7.0,,,,,,4,4,3,3,3,3,3,3,4,3,3,3,3,4,3,4,4,3,2,3,4,4,4,3,4,4,3,,,,1,1,65,5,3,408.6479914906154,775.6471714382463,3
102,1,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,1,1,1,2,2,1,2,,2.0,,4.0,,6.0,,,,,,,2,1,2,1,1,3,2,1,3,3,2,2,3,3,3,3,2,2,2,2,3,3,3,3,3,2,3,2.0,1.0,3.0,1,2,38,3,3,518.7396010298404,775.6471714382463,3
103,1,3,2,1,2,2,1,2,2,3,2,2,2,2,4,3,3,3,1,2,2,2,2,3,1,1,1,1,1,99,99,99,1,2,99,1,2,,2.0,3.0,,,6.0,,,,,,,2,1,2,2,1,2,3,2,2,2,2,2,3,2,3,3,2,3,1,2,2,2,1,2,2,2,2,3.0,2.0,2.0,1,2,26,2,5,422.5865179027109,775.6471714382463,1
104,1,3,3,1,4,2,1,99,99,99,99,2,3,1,5,3,3,4,99,99,3,4,2,99,2,1,2,2,1,1,1,1,1,1,99,1,2,1.0,2.0,3.0,,,,,,,,,,2,2,5,2,1,99,99,99,99,2,4,2,4,4,3,4,99,99,4,4,5,3,99,4,99,4,99,,,,1,1,31,2,3,400.4644341871231,775.6471714382463,5
105,1,3,3,2,4,2,1,99,99,99,99,4,3,2,5,3,3,2,99,99,2,2,3,99,99,99,99,2,2,1,1,1,99,99,99,1,2,,2.0,,4.0,,,7.0,,,,,,2,3,5,4,1,99,99,99,99,3,4,3,5,4,3,4,99,99,3,5,5,3,4,4,99,4,99,,,,3,1,21,1,3,485.84419403381065,775.6471714382463,4
106,1,3,2,2,4,2,1,3,3,3,3,2,99,2,5,2,3,4,4,99,4,4,4,3,99,1,2,2,2,1,2,1,1,2,99,1,2,1.0,2.0,3.0,,,,,,,,,,3,1,4,99,99,4,4,4,4,4,99,2,5,4,3,4,3,99,3,4,5,3,4,3,3,4,4,,,,2,2,37,3,5,518.7396010298404,775.6471714382463,4
107,1,3,2,2,5,2,1,99,99,99,99,1,99,3,5,4,3,3,4,99,4,4,5,99,99,1,2,2,99,1,1,1,1,1,99,1,2,1.0,,,4.0,,6.0,,,,,,,4,4,4,4,1,99,99,99,99,4,99,3,4,4,4,4,4,99,2,4,4,2,99,4,99,3,99,,,,2,2,46,4,5,578.2038549958687,775.6471714382463,5
108,1,3,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,5,3,4,99,99,4,3,1,1,99,99,1,1,1,1,2,1,2,1,2,,2.0,,4.0,,,7.0,,,,,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,99,99,4,4,4,4,4,4,,,,2,2,66,6,3,825.4821773959635,775.6471714382463,4
109,1,3,3,4,4,4,3,99,99,99,3,4,5,4,4,5,4,4,3,4,99,99,4,4,1,1,99,99,2,1,1,1,1,2,99,1,2,1.0,2.0,,,,,7.0,,,,,,4,3,4,4,4,99,99,99,3,4,4,4,3,4,4,4,4,4,4,99,99,4,4,4,4,4,4,,,,2,2,32,2,5,422.5865179027109,775.6471714382463,3
110,1,3,4,3,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,99,99,4,4,1,1,2,1,1,1,1,1,1,2,99,1,2,,2.0,,4.0,,,7.0,,,,,,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,5,4,4,4,99,99,4,4,4,4,4,4,3.0,2.0,2.0,1,2,45,3,3,518.7396010298404,775.6471714382463,3
111,1,3,3,4,4,4,3,99,99,4,4,3,4,4,4,3,4,4,4,4,3,4,3,4,1,1,99,99,1,1,1,1,2,1,2,1,2,1.0,2.0,,,,6.0,,,,,,,3,3,4,3,3,99,99,99,99,4,4,4,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,,,,4,2,49,4,5,578.2038549958687,775.6471714382463,3
112,1,3,3,3,4,2,1,4,99,3,99,99,4,2,5,4,3,4,4,99,3,3,4,99,1,1,2,2,1,1,1,1,1,2,99,1,2,1.0,2.0,,,,,7.0,,,,,,5,4,4,2,1,99,4,4,99,99,4,4,4,3,4,4,4,99,5,99,99,3,2,4,99,4,4,4.0,2.0,3.0,4,2,32,2,3,422.5865179027109,775.6471714382463,5
113,1,3,3,3,3,1,1,2,3,3,3,2,3,3,4,4,4,4,4,4,2,4,3,4,2,1,2,2,1,1,2,1,2,2,2,2,2,1.0,,3.0,4.0,,,,,,,,,3,4,4,3,1,3,3,4,3,3,3,3,4,3,3,4,4,4,1,4,4,3,2,4,4,4,3,2.0,2.0,4.0,2,1,60,5,5,408.6479914906154,775.6471714382463,3
114,1,3,2,1,2,2,1,3,3,3,3,2,3,3,4,3,3,3,2,4,2,4,3,3,2,1,2,1,2,1,2,1,1,2,1,2,2,1.0,2.0,,4.0,,,,,,,,,3,3,3,2,1,3,3,3,3,2,4,4,4,4,4,4,3,99,3,2,5,4,2,3,3,4,3,,,,3,1,60,5,4,408.6479914906154,775.6471714382463,5
115,1,3,3,3,3,3,1,3,4,3,4,4,4,3,4,4,3,4,3,3,3,3,4,4,1,1,2,1,1,1,2,1,2,1,2,2,2,1.0,,,4.0,5.0,,,,,,,,3,4,3,3,1,3,3,4,4,2,3,3,3,3,4,4,4,99,4,3,99,3,2,1,3,4,4,3.0,3.0,3.0,3,2,76,7,1,952.2969588450252,775.6471714382463,4
116,1,3,3,3,2,3,1,4,3,4,3,2,3,3,5,3,4,4,4,99,3,4,2,4,2,1,1,2,1,1,2,1,1,2,1,2,2,1.0,2.0,3.0,,,,,,,,,,3,3,3,4,4,4,4,4,5,3,3,3,5,4,4,3,4,99,3,3,4,3,2,1,4,4,3,,,,3,1,68,6,3,588.4958031232044,775.6471714382463,3
117,1,3,2,2,2,3,3,3,3,3,4,3,4,4,3,4,4,4,4,3,3,4,3,4,1,1,2,2,1,2,1,1,2,1,2,2,2,1.0,,,4.0,,,7.0,,,,,,4,4,4,4,4,4,4,3,4,3,4,4,3,4,3,3,4,3,3,3,4,4,3,4,3,4,3,3.0,4.0,2.0,3,2,29,2,5,422.5865179027109,775.6471714382463,4
118,1,3,3,4,3,4,4,4,3,3,3,3,4,4,4,4,3,4,3,4,99,99,3,3,1,1,1,1,1,1,1,1,2,1,2,2,2,,2.0,,4.0,,,7.0,,,,,,3,4,3,4,3,4,3,4,4,3,5,4,4,4,4,5,3,5,4,4,5,4,4,4,4,4,4,2.0,2.0,2.0,3,1,71,6,2,588.4958031232044,775.6471714382463,5
119,1,3,3,2,2,3,2,3,2,3,2,3,3,2,3,2,2,3,2,3,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,2,,2.0,,,,6.0,7.0,,,,,,3,2,3,2,3,3,3,3,2,3,3,3,99,2,3,3,2,3,2,5,5,5,2,4,3,4,4,,,,1,2,40,3,5,518.7396010298404,775.6471714382463,4
120,1,3,3,2,3,2,2,2,3,2,3,2,3,3,3,3,3,3,3,3,2,3,2,3,1,1,2,2,2,1,1,1,1,2,1,1,2,1.0,2.0,,4.0,,,,,,,,,4,3,2,2,1,2,3,4,3,2,1,2,4,4,4,4,3,2,1,1,3,2,1,2,2,2,1,,,,2,2,24,1,4,493.0801713917611,775.6471714382463,3
121,1,3,2,3,3,3,3,4,4,3,4,3,4,4,3,4,3,4,3,5,3,4,4,3,1,1,1,1,1,1,1,1,2,2,2,1,2,1.0,,,,,,7.0,8.0,,,,,4,3,4,3,2,4,4,3,4,4,3,3,4,4,4,3,4,3,4,5,4,3,5,4,4,3,4,3.0,3.0,2.0,3,1,63,5,2,408.6479914906154,775.6471714382463,3
122,1,3,3,3,2,3,1,4,4,4,4,4,2,2,5,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,2,1,2,,2.0,,,,,7.0,8.0,,,,,3,2,4,4,2,4,4,3,4,3,1,1,5,4,4,4,3,4,2,4,4,4,4,5,4,4,4,,,,1,1,27,2,4,400.4644341871231,775.6471714382463,4
123,1,3,3,4,3,3,2,3,4,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,1,1,2,2,1,1,1,1,1,2,99,1,2,1.0,2.0,,,,6.0,,,,,,,4,4,4,3,4,4,3,3,3,3,4,4,3,3,4,3,4,4,3,3,4,3,3,3,4,3,3,2.0,1.0,1.0,3,1,37,3,4,372.39257971504253,775.6471714382463,3
124,1,3,1,3,2,2,2,3,2,3,2,3,3,2,3,3,3,3,4,4,4,4,4,4,1,1,2,1,1,99,1,1,1,2,99,2,99,,2.0,,,,,7.0,,9.0,,,,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,,,,2,2,30,2,5,422.5865179027109,775.6471714382463,5
125,1,3,2,3,2,2,1,2,3,3,3,2,3,2,2,3,2,3,4,4,3,4,4,4,1,1,2,1,1,1,1,1,1,2,2,1,2,1.0,2.0,,,,,7.0,,,,,,3,2,3,2,3,3,3,3,4,3,4,4,3,3,4,5,4,5,4,4,4,4,4,4,3,3,4,,,,4,2,59,5,3,627.8615550109802,775.6471714382463,5
126,1,3,3,3,3,3,2,3,3,3,3,2,3,3,4,3,4,3,3,3,3,2,3,3,99,99,99,2,99,2,2,1,1,1,1,2,2,1.0,2.0,,,,,7.0,,,,,,3,4,3,4,3,4,3,4,3,3,4,3,3,4,4,4,2,4,4,4,4,3,4,3,3,4,4,,,,1,1,41,3,5,372.39257971504253,775.6471714382463,5
127,1,3,3,3,3,2,2,3,3,3,3,4,3,3,4,3,4,4,4,4,3,3,3,3,99,1,2,2,1,1,1,1,1,2,1,2,2,1.0,2.0,,,,,7.0,,,,,,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,2,,,,3,1,47,4,3,398.80307818373325,775.6471714382463,4
128,1,3,4,4,4,4,3,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,3,1,1,2,1,1,1,1,1,99,99,2,1,2,1.0,2.0,,,5.0,,,,,,,,3,3,3,3,3,3,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,2,4,4,4,2,3.0,3.0,3.0,4,1,62,5,1,408.6479914906154,775.6471714382463,4
129,1,3,4,3,4,3,3,3,3,3,3,4,3,3,4,3,4,4,4,4,3,3,4,3,1,1,1,2,1,1,1,1,2,1,1,2,2,,,3.0,,5.0,6.0,,,,,,,3,4,4,3,3,3,3,3,3,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,2,,,,2,1,52,4,5,398.80307818373325,775.6471714382463,3
130,1,3,3,3,3,99,99,99,99,99,99,3,3,3,5,3,4,4,4,4,3,3,4,99,99,1,2,2,2,2,1,1,1,2,1,2,2,1.0,,3.0,,,,7.0,,,,,,3,3,3,99,99,99,99,99,99,4,4,3,5,3,4,4,4,4,3,4,4,4,2,4,3,4,2,,,,2,1,27,2,4,400.4644341871231,775.6471714382463,4
131,1,3,4,3,4,3,3,99,99,99,99,4,4,4,4,4,4,4,4,4,3,3,4,99,1,2,2,1,2,2,1,1,1,1,1,2,2,1.0,,3.0,,,6.0,,,,,,,4,4,4,4,3,99,99,99,99,4,4,4,5,3,4,4,4,4,4,4,4,4,2,4,3,4,3,,,,3,1,36,3,5,372.39257971504253,775.6471714382463,4
132,1,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,4,4,3,4,4,3,1,1,1,1,1,1,1,1,1,2,2,1,2,1.0,2.0,,,,,7.0,,,,,,4,5,99,99,99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,3.0,3.0,3.0,2,1,51,4,3,398.80307818373325,775.6471714382463,4
133,1,3,3,3,3,99,99,3,3,3,3,4,3,3,4,3,3,4,4,4,3,3,4,3,1,1,2,1,2,1,1,1,1,2,2,2,2,,2.0,,,,6.0,7.0,,,,,,3,3,3,99,99,3,3,3,3,4,4,4,4,3,3,4,4,4,3,3,3,4,2,4,4,4,2,,,,3,1,57,5,3,408.6479914906154,775.6471714382463,5
134,1,3,4,4,4,99,99,3,3,3,3,4,3,3,4,3,4,4,4,4,3,3,4,3,2,2,2,2,2,1,1,1,1,2,1,1,2,,2.0,,,,6.0,7.0,,,,,,3,3,3,99,99,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,2,4,3,2,2,,,,2,1,43,3,3,372.39257971504253,775.6471714382463,3
135,1,3,3,3,4,99,99,4,3,3,3,4,3,3,5,3,4,4,4,4,3,4,4,3,1,1,2,1,2,1,1,1,1,2,2,1,2,,2.0,3.0,,,,7.0,,,,,,4,4,4,99,99,4,4,4,4,4,4,4,5,4,5,5,4,4,3,4,4,4,3,4,3,4,1,3.0,3.0,3.0,2,2,30,2,3,422.5865179027109,775.6471714382463,4
136,1,3,4,3,4,99,99,3,3,3,3,4,3,3,5,3,4,4,4,4,99,99,4,3,1,1,2,1,2,1,2,1,1,2,2,1,2,,,3.0,,,6.0,7.0,,,,,,4,4,4,99,99,4,4,4,3,5,4,3,5,4,4,5,4,4,3,99,99,4,1,4,3,4,2,,,,2,2,38,3,3,518.7396010298404,775.6471714382463,4
137,1,3,3,2,3,3,3,2,2,2,3,3,2,2,2,2,2,3,3,3,2,99,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1.0,2.0,3.0,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,,,,3,1,71,6,3,588.4958031232044,775.6471714382463,2
138,1,3,3,3,2,2,3,3,3,2,3,3,3,3,3,4,2,3,2,3,2,2,2,1,2,2,2,2,2,2,1,1,2,99,2,2,2,1.0,,3.0,4.0,,,,,,,,,3,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3,4,2,2,3,2,2,3,3,3,3,3.0,3.0,2.0,2,2,55,4,2,578.2038549958687,775.6471714382463,3
139,1,3,3,2,99,99,4,3,2,2,3,3,3,3,3,4,2,2,2,3,2,2,2,3,2,1,2,1,2,1,1,1,1,2,2,2,2,,,3.0,,5.0,6.0,,,,,,,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,3,3,2,,,,1,2,25,2,3,422.5865179027109,775.6471714382463,2
140,1,3,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,3,2,1,1,1,1,2,1,1,2,1,1,2,1,2,1.0,2.0,3.0,,,,,,,,,,3,3,2,3,3,2,2,2,2,3,4,3,2,3,2,3,3,3,2,2,2,2,1,2,1,2,2,,,,3,1,70,6,3,588.4958031232044,775.6471714382463,2
141,1,3,2,2,3,3,3,3,2,2,3,2,3,2,3,2,2,2,2,2,2,3,2,2,1,1,2,1,2,99,1,1,1,1,1,2,2,,,3.0,4.0,5.0,,,,,,,,3,3,3,3,3,4,2,2,3,2,3,2,3,4,3,3,4,3,2,2,1,4,3,3,3,2,2,3.0,2.0,3.0,2,2,18,1,3,493.0801713917611,775.6471714382463,2
142,1,3,2,1,2,3,2,2,1,1,1,1,2,2,2,2,3,3,2,3,2,2,3,3,2,2,2,2,1,1,1,1,2,99,99,99,99,1.0,2.0,3.0,,,,,,,,,,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,3.0,2.0,2.0,3,2,45,3,4,518.7396010298404,775.6471714382463,1
143,1,3,2,2,2,1,1,1,1,2,2,2,3,1,3,1,2,3,2,2,2,3,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,1.0,2.0,3.0,,,,,,,,,,3,3,2,3,2,3,2,3,3,2,3,4,3,3,2,2,3,3,2,2,3,3,3,3,2,3,3,3.0,2.0,2.0,2,1,73,6,2,588.4958031232044,775.6471714382463,2
144,1,3,3,3,3,1,1,2,2,2,3,3,3,3,4,2,3,3,3,3,2,2,2,2,1,1,2,1,1,1,1,1,1,99,99,2,2,1.0,2.0,,,,,7.0,,,,,,3,4,4,3,1,3,2,3,3,4,4,3,4,2,3,3,3,3,2,1,1,1,1,1,1,1,1,,,,3,1,55,4,5,398.80307818373325,775.6471714382463,3
145,1,3,2,3,3,3,1,3,2,3,2,3,3,3,4,2,3,3,3,3,2,3,2,2,1,1,1,1,99,99,2,1,1,1,99,99,2,1.0,2.0,3.0,,,,,,,,,,2,3,3,1,1,3,3,3,2,3,3,3,4,2,3,3,3,4,3,99,99,3,3,2,3,3,2,2.0,2.0,2.0,3,1,65,5,4,408.6479914906154,775.6471714382463,4
146,1,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,1,2,1,1,1,1,1,1,99,99,99,99,1.0,,3.0,,,,7.0,,,,,,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,1,1,2,2,3,3,2,3,2.0,3.0,2.0,2,2,25,2,4,422.5865179027109,775.6471714382463,2
147,1,3,2,2,2,1,1,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1.0,,,4.0,,,,8.0,,,,,4,2,3,2,2,3,3,3,3,2,2,2,3,2,2,2,2,3,2,2,3,2,1,2,3,1,3,,,,1,1,49,4,2,398.80307818373325,775.6471714382463,4
