NUMERO,corredor,PRIMERA,CALL13,FECHA,F5,F6,P1,P2,P3,P4A,P4B,P4C,P4D,P4E,P33A,P33B,P33C,P33D,P33E,P33F,P33G,P33H,P33J,P33K,P33L,P34,P37,P40,P43,P43_1A,P43_1B,P43_1C,P43_1D,P43_1E,P43_1F,P43_1G,P44_1,P44_2,P44_3,P44_4,P44_5,P44_6,P44_7,P44_8,P45_1,P45_2,P45_3,P45_4,P45_5,P45_6,P45_7,P30,P31,P32,D1,D2,D3,tramo,corredor_nombre,tamano_empresa,es_mipyme,sector,seguridad_empeoro,fue_victima,indice_satisfaccion,obras_iniciadas
452,2,4.0,,10/10/2024 2:28:35 p. m.,2,2,1.0,1.0,,100,0,0,0,0,1,1,2,1,1,3,1,2,2,4,4,3,3.0,5,3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5,1,1,2,45,3,4,Primera Línea Metro,Pequeña,1,Comercio,0,0,2.0833333333333335,1
453,1,,17.0,10/10/2024 2:36:36 p. m.,3,2,1.0,,,100,0,0,0,0,1,1,5,3,1,5,5,5,1,5,1,5,5.0,5,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,5,1,1,89,2,17,Calle 13,Pequeña,1,Servicio,0,0,3.1666666666666665,0
454,1,,19.0,10/10/2024 2:27:12 p. m.,2,1,7.0,3.0,2.0,0,10,30,40,20,2,3,4,5,2,4,4,1,2,5,4,4,4.0,5,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,5,3,2,31,6,19,Calle 13,Micro,1,Comercio,1,0,3.3333333333333335,1
455,2,4.0,,10/10/2024 2:54:45 p. m.,2,2,4.0,2.0,,100,0,0,0,0,1,1,1,1,2,2,1,1,1,1,1,1,3.0,5,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,2,5,3,3,41,3,4,Primera Línea Metro,Pequeña,1,Comercio,0,1,1.1666666666666667,1
456,1,,19.0,10/10/2024 2:38:17 p. m.,3,1,2.0,2.0,,100,0,0,0,0,1,3,2,3,1,1,1,1,1,1,1,1,5.0,1,3,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,5,5,4,2,29,3,19,Calle 13,Micro,1,Servicio,0,0,1.4166666666666667,1
457,2,4.0,,10/10/2024 3:02:43 p. m.,92,2,1.0,1.0,,0,0,0,0,100,1,1,2,2,2,1,2,1,2,1,1,1,1.0,5,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,1,1,2,44,5,4,Primera Línea Metro,Pequeña,1,,0,0,1.4166666666666667,1
458,2,4.0,,10/10/2024 3:13:50 p. m.,2,2,1.0,,,100,0,0,0,0,5,1,2,1,2,4,3,2,1,4,2,1,4.0,5,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,2,32,3,4,Primera Línea Metro,Pequeña,1,Comercio,0,1,2.3333333333333335,1
459,1,,17.0,10/10/2024 3:03:43 p. m.,3,2,2.0,1.0,,0,50,0,50,0,1,5,5,1,1,1,1,1,5,5,1,5,4.0,5,3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5,5,5,2,39,4,17,Calle 13,Pequeña,1,Servicio,0,1,2.6666666666666665,0
460,1,,19.0,10/10/2024 3:47:22 p. m.,2,1,2.0,1.0,,0,0,0,0,100,3,5,2,4,1,2,3,2,5,2,1,1,4.0,3,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,5,5,1,26,4,19,Calle 13,Micro,1,Comercio,0,0,2.5833333333333335,1
461,1,,17.0,10/10/2024 4:18:02 p. m.,2,1,1.0,1.0,,100,0,0,0,0,1,5,5,5,5,5,5,5,1,5,5,5,5.0,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,5,5,2,33,5,17,Calle 13,Micro,1,Comercio,0,0,4.333333333333333,0
462,1,,19.0,10/10/2024 4:11:26 p. m.,2,1,1.0,1.0,,0,0,0,0,100,1,1,2,2,3,1,1,3,1,3,1,4,3.0,3,3,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,5,2,5,2,25,5,19,Calle 13,Micro,1,Comercio,0,0,1.9166666666666667,1
463,1,,19.0,10/10/2024 5:36:39 p. m.,2,1,2.0,1.0,,0,0,100,0,0,2,4,3,4,1,4,3,3,1,4,3,3,4.0,5,3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,4,5,5,2,36,3,19,Calle 13,Micro,1,Comercio,0,0,2.9166666666666665,1
464,1,,17.0,10/10/2024 9:49:32 a. m.,1,2,1.0,,,0,100,0,0,0,1,1,5,5,3,1,1,5,5,5,1,5,3.0,5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,5,5,1,1,46,1,17,Calle 13,Pequeña,1,Industria,0,0,3.1666666666666665,0
465,1,,17.0,10/10/2024 10:24:33 a. m.,1,3,1.0,2.0,,100,0,0,0,0,5,5,5,1,5,4,3,5,4,5,4,5,5.0,5,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,1,1,2,51,4,17,Calle 13,Mediana,1,Industria,1,0,4.25,0
466,1,,17.0,10/10/2024 10:52:14 a. m.,2,1,3.0,2.0,,20,80,0,0,0,1,4,3,2,5,3,1,3,3,5,1,4,5.0,3,2,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,3,1,42,3,17,Calle 13,Micro,1,Comercio,1,1,2.9166666666666665,0
467,1,,17.0,10/10/2024 11:52:43 a. m.,2,2,1.0,1.0,,0,50,50,0,0,3,5,3,4,5,5,5,1,5,5,5,5,5.0,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,4,3,1,2,47,3,17,Calle 13,Pequeña,1,Comercio,0,0,4.25,0
468,1,,17.0,10/10/2024 12:24:20 p. m.,3,1,3.0,2.0,,100,0,0,0,0,5,4,2,2,3,2,5,3,1,1,5,2,3.0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,3,2,30,3,17,Calle 13,Micro,1,Servicio,0,0,2.9166666666666665,0
469,1,,17.0,10/10/2024 1:19:17 p. m.,2,2,2.0,1.0,1.0,100,0,0,0,0,2,1,2,1,1,5,5,5,2,1,1,4,5.0,5,2,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,1,4,1,22,5,17,Calle 13,Pequeña,1,Comercio,1,0,2.5,0
470,1,,17.0,10/10/2024 1:54:01 p. m.,2,3,2.0,1.0,1.0,100,0,0,0,0,4,4,4,4,4,3,5,4,5,4,4,5,5.0,3,3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,2,50,3,17,Calle 13,Mediana,1,Comercio,0,0,4.166666666666667,0
471,1,,17.0,10/10/2024 2:35:42 p. m.,2,2,2.0,1.0,,100,0,0,0,0,3,3,4,4,4,4,3,2,3,4,3,4,5.0,5,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,3,5,5,2,30,4,17,Calle 13,Pequeña,1,Comercio,0,1,3.4166666666666665,0
472,1,,17.0,10/10/2024 3:00:53 p. m.,2,2,1.0,,,0,0,100,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,5,1,1,1,52,1,17,Calle 13,Pequeña,1,Comercio,1,1,1.0,0
473,1,,19.0,10/10/2024 3:26:27 p. m.,2,1,7.0,3.0,1.0,0,0,0,40,60,1,3,2,2,5,3,3,1,1,2,3,1,,5,3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,5,1,1,1,25,3,19,Calle 13,Micro,1,Comercio,0,0,2.25,1
474,1,,19.0,10/10/2024 3:49:26 p. m.,3,1,3.0,1.0,,0,0,100,0,0,1,2,4,3,4,3,3,2,2,4,3,1,,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,5,4,3,2,47,3,19,Calle 13,Micro,1,Servicio,0,0,2.6666666666666665,1
475,1,,19.0,10/10/2024 5:15:23 p. m.,3,1,6.0,3.0,,0,0,100,0,0,2,3,1,2,2,3,4,1,2,3,3,4,,3,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5,1,4,1,64,2,19,Calle 13,Micro,1,Servicio,1,0,2.5,1
476,1,,19.0,10/10/2024 5:34:22 p. m.,3,1,3.0,,,30,70,0,0,0,1,2,2,1,2,2,4,1,2,1,1,1,,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,5,1,1,1,57,3,19,Calle 13,Micro,1,Servicio,0,0,1.6666666666666667,1
477,2,6.0,,11/10/2024 10:03:12 a. m.,92,3,4.0,3.0,1.0,0,0,100,0,0,1,4,4,5,2,3,1,5,3,5,4,5,5.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,2,24,3,6,Primera Línea Metro,Mediana,1,,0,0,3.5,1
478,2,8.0,,11/10/2024 10:09:33 a. m.,2,2,1.0,1.0,,0,0,0,0,100,1,1,3,2,3,3,1,3,1,3,2,3,4.0,5,2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,3,5,93,41,3,8,Primera Línea Metro,Pequeña,1,Comercio,1,1,2.1666666666666665,1
479,2,6.0,,11/10/2024 10:17:50 a. m.,2,1,5.0,3.0,,0,0,100,0,0,1,1,5,5,5,5,1,3,5,5,1,3,3.0,5,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,5,1,1,47,3,6,Primera Línea Metro,Micro,1,Comercio,1,0,3.3333333333333335,1
480,2,6.0,,11/10/2024 10:26:00 a. m.,3,1,1.0,1.0,,0,100,0,0,0,1,1,4,3,2,3,1,4,1,4,1,3,4.0,5,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,1,2,40,5,6,Primera Línea Metro,Micro,1,Servicio,1,1,2.3333333333333335,1
481,2,6.0,,11/10/2024 10:23:54 a. m.,3,3,1.0,1.0,,100,0,0,0,0,2,5,5,5,4,4,4,5,5,5,1,5,5.0,3,3,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,1,5,1,64,3,6,Primera Línea Metro,Mediana,1,Servicio,0,0,4.166666666666667,1
482,2,6.0,,11/10/2024 10:40:47 a. m.,3,1,8.0,2.0,,0,100,0,0,0,5,3,5,3,5,5,3,5,3,5,3,5,3.0,3,3,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,26,3,6,Primera Línea Metro,Micro,1,Servicio,0,0,4.166666666666667,1
483,2,6.0,,11/10/2024 10:43:22 a. m.,2,2,2.0,,,0,0,100,0,0,1,1,5,4,5,1,1,5,1,4,1,4,5.0,5,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3,3,5,1,50,2,6,Primera Línea Metro,Pequeña,1,Comercio,1,0,2.75,1
484,2,6.0,,11/10/2024 10:51:55 a. m.,2,1,3.0,2.0,,100,0,0,0,0,3,2,3,3,3,3,2,5,1,3,3,3,5.0,3,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,4,2,20,3,6,Primera Línea Metro,Micro,1,Comercio,0,0,2.8333333333333335,1
485,2,6.0,,11/10/2024 10:50:30 a. m.,2,2,2.0,1.0,,100,0,0,0,0,3,3,5,3,2,5,5,5,3,5,1,5,5.0,1,3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,2,40,3,6,Primera Línea Metro,Pequeña,1,Comercio,0,0,3.75,1
486,1,,18.0,11/10/2024 10:43:44 a. m.,1,1,2.0,1.0,1.0,30,0,35,0,35,1,1,1,2,1,4,3,2,1,5,1,3,5.0,4,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3,4,4,2,19,5,18,Calle 13,Micro,1,Industria,0,1,2.0833333333333335,0
487,1,,18.0,11/10/2024 10:44:07 a. m.,2,2,2.0,2.0,1.0,0,0,100,0,0,1,1,1,1,1,1,3,1,1,1,1,1,5.0,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,1,2,50,2,18,Calle 13,Pequeña,1,Comercio,0,0,1.1666666666666667,0
488,2,6.0,,11/10/2024 10:03:06 a. m.,2,1,1.0,,,100,0,0,0,0,1,1,5,5,1,1,1,5,1,5,4,4,,4,2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,5,1,5,1,60,4,6,Primera Línea Metro,Micro,1,Comercio,1,1,2.8333333333333335,1
489,1,,18.0,11/10/2024 10:42:45 a. m.,3,3,5.0,3.0,2.0,0,100,0,0,0,2,3,3,3,3,3,3,3,3,4,2,3,3.0,3,1,,,,,,,,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,2,2,45,4,18,Calle 13,Mediana,1,Servicio,0,1,2.9166666666666665,0
490,2,6.0,,11/10/2024 10:58:22 a. m.,3,1,2.0,2.0,1.0,0,0,100,0,0,3,5,3,3,3,3,3,3,1,5,3,3,1.0,5,3,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,1,5,2,23,3,6,Primera Línea Metro,Micro,1,Servicio,0,0,3.1666666666666665,1
491,2,6.0,,11/10/2024 10:38:30 a. m.,2,2,1.0,1.0,,0,0,100,0,0,1,3,5,4,1,3,3,3,1,3,1,2,3.0,5,3,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,5,2,5,2,28,5,6,Primera Línea Metro,Pequeña,1,Comercio,0,0,2.5,1
492,1,,18.0,11/10/2024 11:20:08 a. m.,2,3,,,,0,0,100,0,0,5,3,5,1,5,5,3,2,5,3,1,5,4.0,5,3,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,3,1,1,2,21,3,18,Calle 13,Mediana,1,Comercio,0,0,3.5833333333333335,0
493,2,6.0,,11/10/2024 11:16:02 a. m.,2,2,1.0,1.0,,100,0,0,0,0,1,1,5,3,5,5,1,5,4,5,1,1,,5,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,5,1,5,2,36,3,6,Primera Línea Metro,Pequeña,1,Comercio,0,1,3.0833333333333335,1
494,2,6.0,,11/10/2024 11:24:05 a. m.,3,1,4.0,3.0,,0,0,33,34,33,4,4,4,2,4,4,4,3,3,3,4,3,2.0,5,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,4,4,4,2,42,4,6,Primera Línea Metro,Micro,1,Servicio,1,0,3.5,1
495,2,6.0,,11/10/2024 11:40:20 a. m.,2,2,2.0,1.0,,0,0,50,0,50,1,1,2,1,1,5,2,1,1,4,1,5,5.0,3,1,,,,,,,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,3,1,46,5,6,Primera Línea Metro,Pequeña,1,Comercio,0,0,2.0833333333333335,1
496,2,6.0,,11/10/2024 11:32:24 a. m.,2,1,1.0,,,0,100,0,0,0,1,3,2,4,2,3,4,3,1,3,3,3,4.0,3,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,3,1,1,1,27,4,6,Primera Línea Metro,Micro,1,Comercio,0,0,2.6666666666666665,1
497,2,6.0,,11/10/2024 11:36:12 a. m.,92,92,2.0,2.0,1.0,0,0,100,0,0,1,1,1,2,1,1,1,1,1,5,1,2,5.0,5,3,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,5,1,5,2,45,3,6,Primera Línea Metro,NS/NR,0,,0,0,1.5,1
498,2,6.0,,11/10/2024 11:58:15 a. m.,2,2,1.0,1.0,,100,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5.0,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,3,3,1,2,23,4,6,Primera Línea Metro,Pequeña,1,Comercio,0,1,1.0,1
499,1,,18.0,11/10/2024 11:41:26 a. m.,2,4,5.0,2.0,2.0,0,0,80,0,20,2,5,5,2,2,4,4,2,5,3,3,4,5.0,3,3,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,5,2,2,2,25,4,18,Calle 13,Grande,0,Comercio,0,1,3.4166666666666665,0
500,2,6.0,,11/10/2024 11:49:35 a. m.,2,1,2.0,2.0,1.0,50,0,50,0,0,1,2,5,5,1,1,5,5,1,1,1,5,3.0,2,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,5,1,2,19,3,6,Primera Línea Metro,Micro,1,Comercio,0,0,2.75,1
501,2,6.0,,11/10/2024 11:55:31 a. m.,2,2,2.0,2.0,,0,0,100,0,0,4,3,5,2,3,3,2,5,1,3,1,5,5.0,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1,19,5,6,Primera Línea Metro,Pequeña,1,Comercio,0,1,3.0833333333333335,1
502,2,6.0,,11/10/2024 12:13:42 p. m.,2,1,4.0,2.0,1.0,0,0,0,0,100,1,1,2,2,1,1,1,2,3,4,1,1,5.0,5,3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,3,5,3,3,38,2,6,Primera Línea Metro,Micro,1,Comercio,0,0,1.6666666666666667,1
503,2,6.0,,11/10/2024 12:25:02 p. m.,2,1,2.0,1.0,,100,0,0,0,0,3,3,3,3,5,5,5,5,3,5,5,3,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,42,3,6,Primera Línea Metro,Micro,1,Comercio,0,0,4.0,1
504,2,6.0,,11/10/2024 12:03:49 p. m.,3,2,1.0,,,0,0,100,0,0,3,2,3,1,1,2,3,2,1,3,3,1,5.0,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,1,1,1,61,3,6,Primera Línea Metro,Pequeña,1,Servicio,0,0,2.0833333333333335,1
505,1,,19.0,11/10/2024 1:07:03 p. m.,2,2,5.0,2.0,2.0,0,40,60,0,0,1,1,3,1,1,3,1,2,1,4,1,4,5.0,5,3,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,5,5,5,1,71,3,19,Calle 13,Pequeña,1,Comercio,0,1,1.9166666666666667,1
506,1,,19.0,11/10/2024 1:00:57 p. m.,2,2,1.0,,,0,0,0,100,0,4,3,4,3,3,3,4,2,3,4,3,4,,3,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,64,2,19,Calle 13,Pequeña,1,Comercio,0,0,3.3333333333333335,1
507,1,,19.0,11/10/2024 1:38:36 p. m.,2,2,3.0,2.0,,0,30,70,0,0,2,4,4,3,4,4,4,2,3,3,4,4,,5,3,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,5,5,5,1,42,3,19,Calle 13,Pequeña,1,Comercio,0,0,3.4166666666666665,1
508,1,,19.0,11/10/2024 1:43:13 p. m.,2,2,7.0,1.0,1.0,0,0,0,10,90,2,4,4,3,1,4,5,1,4,5,4,5,,5,3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5,1,4,1,28,4,19,Calle 13,Pequeña,1,Comercio,0,0,3.5,1
509,1,,19.0,11/10/2024 1:58:41 p. m.,2,2,12.0,4.0,2.0,0,40,40,0,20,3,3,3,3,3,3,3,3,2,3,3,3,4.0,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,4,2,1,1,63,4,19,Calle 13,Pequeña,1,Comercio,0,0,2.9166666666666665,1
510,1,,19.0,11/10/2024 2:11:20 p. m.,2,1,2.0,,,0,0,0,0,100,2,1,1,3,4,2,2,2,2,3,1,1,,5,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,5,1,1,1,45,2,19,Calle 13,Micro,1,Comercio,0,0,2.0,1
511,1,,18.0,11/10/2024 2:09:22 p. m.,3,2,8.0,7.0,1.0,60,0,20,0,20,1,1,3,3,5,3,3,4,1,2,1,4,,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,4,1,1,1,26,4,18,Calle 13,Pequeña,1,Servicio,0,1,2.5833333333333335,0
512,1,,18.0,11/10/2024 2:05:55 p. m.,2,1,2.0,2.0,1.0,0,0,100,0,0,4,3,4,5,5,4,3,5,3,5,3,5,5.0,2,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,2,26,3,18,Calle 13,Micro,1,Comercio,1,1,4.083333333333333,0
513,1,,18.0,11/10/2024 2:15:05 p. m.,2,1,7.0,3.0,2.0,0,45,45,10,0,4,3,5,5,5,5,1,5,3,5,1,1,5.0,5,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4,5,5,1,40,3,18,Calle 13,Micro,1,Comercio,1,1,3.5833333333333335,0
514,1,,19.0,11/10/2024 2:21:48 p. m.,2,2,4.0,2.0,,0,0,25,25,50,4,3,3,1,3,1,4,1,1,3,3,4,,5,3,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,4,5,5,1,50,3,19,Calle 13,Pequeña,1,Comercio,0,0,2.5833333333333335,1
515,1,,19.0,11/10/2024 2:27:51 p. m.,2,2,2.0,,1.0,0,40,10,50,0,3,3,3,4,2,3,5,4,3,3,3,3,,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,4,1,3,1,24,4,19,Calle 13,Pequeña,1,Comercio,0,0,3.25,1
516,1,,18.0,11/10/2024 2:40:03 p. m.,2,1,2.0,1.0,2.0,0,0,100,0,0,3,1,3,4,4,3,3,4,4,3,1,3,4.0,1,3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,1,23,5,18,Calle 13,Micro,1,Comercio,0,1,3.0,0
517,1,,19.0,11/10/2024 2:49:15 p. m.,3,1,1.0,1.0,1.0,0,0,0,100,0,1,4,4,1,1,4,5,1,1,3,4,3,5.0,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,2,23,4,19,Calle 13,Micro,1,Servicio,0,0,2.6666666666666665,1
518,1,,18.0,11/10/2024 3:01:01 p. m.,3,4,2.0,1.0,1.0,0,50,0,0,50,1,1,1,1,1,5,1,5,5,1,1,5,5.0,1,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,24,4,18,Calle 13,Grande,0,Servicio,1,1,2.3333333333333335,0
519,1,,19.0,11/10/2024 2:59:20 p. m.,2,3,8.0,4.0,1.0,0,0,100,0,0,2,2,4,2,3,1,1,3,1,2,1,1,,5,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,5,5,5,1,55,3,19,Calle 13,Mediana,1,Comercio,0,0,1.9166666666666667,1
520,1,,18.0,11/10/2024 2:53:05 p. m.,92,2,3.0,2.0,1.0,0,40,60,0,0,3,1,1,1,4,1,1,1,1,5,1,3,4.0,5,2,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,5,5,2,27,4,18,Calle 13,Pequeña,1,,1,0,1.9166666666666667,0
521,1,,18.0,11/10/2024 3:22:15 p. m.,2,2,1.0,1.0,1.0,0,100,0,0,0,4,3,4,5,4,4,1,5,1,5,4,4,5.0,4,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,5,1,61,5,18,Calle 13,Pequeña,1,Comercio,1,1,3.6666666666666665,0
522,1,,19.0,11/10/2024 3:19:00 p. m.,2,1,3.0,,,30,0,0,30,40,1,1,3,4,3,1,1,1,1,2,2,1,4.0,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,48,2,19,Calle 13,Micro,1,Comercio,0,1,1.75,1
523,1,,18.0,11/10/2024 3:28:56 p. m.,2,3,6.0,3.0,6.0,10,10,80,0,0,2,4,2,3,5,1,1,5,4,3,2,1,4.0,3,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,1,2,26,4,18,Calle 13,Mediana,1,Comercio,0,1,2.75,0
524,1,,18.0,11/10/2024 3:26:25 p. m.,1,1,2.0,2.0,,50,0,0,0,50,4,5,4,5,2,3,3,2,3,4,4,4,,4,3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,2,2,2,26,4,18,Calle 13,Micro,1,Industria,0,1,3.5833333333333335,0
