Localidad,UPL,A1,A2,A3,A4,P102,P102_1,P103_1,P106,P111,P203,_Capture_gps_latitude,_Capture_gps_longitude,FEX,anio
11. Suba,8,2,59,7,4,2,2,3,3,3,2,4.7605953,-74.0482119,662.807354034616,2025
11. Suba,8,2,65,4,4,2,3,1,3,1,2,4.7605946,-74.0482219,648.5274814249642,2025
11. Suba,8,2,36,9,4,1,4,3,3,2,2,4.7605949,-74.0482579,984.0642503967023,2025
11. Suba,8,2,19,8,4,2,3,3,2,3,2,4.7674916,-74.0455974,622.1360875681777,2025
11. Suba,8,2,62,7,4,2,3,1,2,3,2,4.7607502,-74.0483613,648.5274814249642,2025
11. Suba,8,1,75,3,4,2,3,3,3,3,2,4.7606742,-74.0482735,608.8098305671597,2025
17. La Candelaria,23,1,38,3,2,2,1,5,3,1,2,4.5925166,-74.0797006,16.63306137783931,2025
11. Suba,27,1,70,8,4,2,2,2,2,1,2,4.7101051,-74.0609017,314.7437800904024,2025
11. Suba,27,2,79,5,4,2,4,4,3,3,1,4.7101066,-74.0608859,416.8517490484109,2025
11. Suba,27,2,71,7,4,1,5,3,1,3,2,4.7102432,-74.0607298,313.8071684323542,2025
11. Suba,27,2,72,8,4,1,4,3,3,3,2,4.7101877,-74.0609441,313.8071684323542,2025
3. Santa Fe,23,2,57,3,1,2,1,1,3,1,2,4.6005495,-74.0817047,47.19532221476746,2025
3. Santa Fe,23,2,46,5,2,1,4,1,2,1,2,4.6000741,-74.0821681,61.17586204827661,2025
3. Santa Fe,23,2,18,5,1,2,4,1,3,3,2,4.6001351,-74.0819016,57.44785963777447,2025
3. Santa Fe,23,2,22,3,1,2,1,1,2,1,2,4.6002294,-74.0817795,57.44785963777447,2025
3. Santa Fe,23,2,48,3,1,2,1,1,2,1,2,4.6002947,-74.0818611,61.17586204827661,2025
3. Santa Fe,23,2,25,8,1,2,1,1,3,1,2,4.6004078,-74.0818031,70.19245248220207,2025
3. Santa Fe,23,2,35,5,1,1,4,4,2,3,2,4.6006181,-74.0814561,74.36727096439192,2025
3. Santa Fe,23,2,23,5,1,2,1,1,2,2,1,4.6003747,-74.0813147,57.44785963777447,2025
7. Bosa,15,2,38,5,1,1,4,2,3,3,2,4.6403767,-74.1967881,968.7817083925883,2025
8. Kennedy,17,1,38,8,3,1,4,4,2,4,2,4.6114043,-74.171556,866.6864386789847,2025
8. Kennedy,17,1,40,5,3,1,5,1,2,3,2,4.61138,-74.1715064,866.6864386789847,2025
8. Kennedy,17,2,27,5,3,1,4,3,2,2,2,4.6127852,-74.1751833,476.6357226306557,2025
8. Kennedy,17,2,19,5,3,1,5,4,2,4,2,4.6113066,-74.1716474,706.2907265852219,2025
9. Fontibón,30,2,40,9,3,2,2,3,3,5,2,4.674079949,-74.12143129,169.3713665517508,2025
6. Tunjuelito,19,2,32,7,3,1,4,3,2,4,2,4.574689974,-74.1370009,102.8485901465512,2025
11. Suba,8,2,33,8,4,1,4,1,2,2,2,4.7675698,-74.0459029,808.0116774821595,2025
11. Suba,8,2,32,9,4,1,5,3,3,3,2,4.7682752,-74.0486864,808.0116774821595,2025
11. Suba,8,2,28,8,3,1,5,3,3,3,2,4.7681516,-74.048785,761.5163674335477,2025
11. Suba,8,2,40,8,3,1,5,1,3,2,2,4.7682003,-74.0486957,761.2401347024743,2025
11. Suba,8,1,32,7,3,1,4,3,2,1,2,4.7681059,-74.0487039,810.7925583690762,2025
14. Los Mártires,23,1,24,5,3,2,1,1,2,3,2,4.596560589,-74.08635186,49.75852928264698,2025
2. Chapinero,24,1,26,8,6,1,4,3,2,1,2,4.675122579,-74.05158069,189.3782441582872,2025
11. Suba,27,2,49,5,4,1,1,2,3,1,2,4.6922264,-74.0683971,2181.684813826692,2025
1. Usaquén,26,1,22,5,3,2,1,1,3,1,1,4.758590513,-74.03186795,197.4378800025478,2025
12. Barrios Unidos,33,2,45,5,3,1,4,2,2,2,2,4.683352415,-74.06668564,93.36117480275216,2025
12. Barrios Unidos,33,1,44,7,3,1,4,4,2,4,2,4.6892882,-74.0700057,158.7554261381189,2025
7. Bosa,18,1,63,4,3,1,5,4,3,5,2,4.5982,-74.1605467,49.06484459065374,2025
7. Bosa,18,2,43,7,3,1,4,1,3,1,1,4.6020344,-74.1602811,79.9561844450035,2025
9. Fontibón,12,1,52,5,3,1,3,3,1,3,2,4.687602043,-74.15382644,466.5531212817108,2025
12. Barrios Unidos,33,2,42,10,4,2,3,3,2,3,1,4.6846998,-74.0650259,111.983795959136,2025
12. Barrios Unidos,33,1,63,5,4,1,4,1,3,1,2,4.6832287,-74.066065,73.93578161156137,2025
11. Suba,27,1,25,8,5,2,3,3,1,2,2,4.7067007,-74.058751,880.661754136294,2025
11. Suba,27,1,70,8,5,1,4,3,3,3,2,4.7067511,-74.0586872,542.6803982511098,2025
17. La Candelaria,23,2,36,5,2,1,4,3,3,1,2,4.592296,-74.0798671,16.58552632285556,2025
17. La Candelaria,23,1,21,3,2,1,4,4,2,3,1,4.5918559,-74.0798796,13.97375474064297,2025
17. La Candelaria,23,1,77,3,1,1,5,1,2,5,2,4.5915891,-74.079372,14.00766952875621,2025
17. La Candelaria,23,1,55,8,2,2,1,1,3,1,1,4.5910201,-74.079275,14.80236428729881,2025
17. La Candelaria,23,2,26,5,2,1,3,3,3,3,1,4.5918835,-74.0798309,16.59030936324977,2025
11. Suba,27,2,29,9,4,2,3,1,3,2,2,4.7173158,-74.0719681,1536.027885808993,2025
11. Suba,8,2,32,9,4,1,4,1,3,1,2,4.7577385,-74.0568716,810.4345287260701,2025
11. Suba,8,1,45,5,4,1,4,3,3,1,2,4.75813,-74.0568753,638.2479671440774,2025
11. Suba,8,2,50,9,5,2,3,2,3,4,2,4.7582167,-74.0570928,664.5006455784949,2025
11. Suba,8,2,77,3,4,1,5,4,3,1,2,4.7584073,-74.0573618,625.6113934749628,2025
7. Bosa,16,1,66,3,1,2,1,1,3,1,2,4.6304456,-74.1860217,275.8212802673463,2025
7. Bosa,16,1,65,5,2,1,3,4,2,5,2,4.6303111,-74.1862914,294.6775570347792,2025
7. Bosa,16,2,65,3,2,2,3,2,2,3,2,4.6311043,-74.186753,293.7172812158062,2025
7. Bosa,16,1,61,4,2,2,2,3,2,3,2,4.6302986,-74.186406,294.6775570347792,2025
7. Bosa,16,2,54,4,2,2,3,1,3,1,2,4.6307923,-74.1866799,387.6419036148338,2025
7. Bosa,16,1,32,5,2,2,1,1,1,1,2,4.6303818,-74.1863452,474.5978246367163,2025
7. Bosa,16,1,59,8,2,2,3,2,3,3,2,4.6304302,-74.1864744,301.1618346582482,2025
8. Kennedy,16,2,67,3,2,1,4,4,1,1,2,4.6163112,-74.1789659,229.3355384571288,2025
11. Suba,10,2,40,5,2,2,1,1,3,1,2,4.7421474,-74.128809,1393.586798304333,2025
8. Kennedy,13,1,55,5,3,2,3,2,2,1,2,4.6431215,-74.1440539,1104.293036517506,2025
8. Kennedy,13,2,35,8,3,1,4,1,3,3,2,4.6384987,-74.1456464,1281.254525279212,2025
8. Kennedy,13,1,25,8,3,2,3,1,3,1,1,4.6417856,-74.1425985,1106.249698859069,2025
8. Kennedy,13,1,23,9,3,2,2,1,2,2,2,4.6383951,-74.1454979,991.6117893378521,2025
17. La Candelaria,23,1,44,5,2,2,2,2,3,2,2,4.5926599,-74.0796158,16.63306137783931,2025
17. La Candelaria,23,1,79,4,2,1,4,2,2,4,2,4.5929569,-74.0793614,14.00766952875621,2025
17. La Candelaria,23,2,56,4,2,2,3,2,3,2,2,4.5919042,-74.0798247,11.4036947923946,2025
17. La Candelaria,23,2,70,3,2,2,4,2,3,2,2,4.5911673,-74.0792437,10.28005258876326,2025
17. La Candelaria,23,2,56,5,2,2,2,2,3,2,2,4.5909779,-74.0795611,11.4036947923946,2025
12. Barrios Unidos,33,1,55,5,3,1,4,2,3,4,2,4.6773165,-74.0804672,99.31559722868553,2025
12. Barrios Unidos,33,1,39,5,3,2,3,3,3,2,2,4.6771921,-74.0801947,113.9630925819535,2025
12. Barrios Unidos,33,1,42,5,3,1,4,4,1,2,2,4.67694,-74.080345,113.9630925819535,2025
17. La Candelaria,23,2,82,5,2,2,4,2,2,4,2,4.5916698,-74.0732422,21.94686385950033,2025
17. La Candelaria,23,2,73,3,2,1,4,3,3,3,2,4.5917288,-74.073418,12.19641363992201,2025
17. La Candelaria,23,1,65,5,2,1,4,3,3,4,2,4.5919132,-74.0737406,12.27193467028616,2025
17. La Candelaria,23,1,52,8,2,2,4,3,2,1,2,4.5920349,-74.0738828,16.26858870392082,2025
17. La Candelaria,23,2,28,5,2,1,3,3,3,1,2,4.5913611,-74.0737001,18.23363580729505,2025
17. La Candelaria,23,1,70,5,2,1,5,3,2,4,2,4.5918225,-74.0734959,11.33983897855017,2025
17. La Candelaria,23,1,29,3,2,1,1,1,2,1,2,4.5920176,-74.0742103,16.8024837715925,2025
17. La Candelaria,23,2,54,7,2,2,1,1,3,1,1,4.5919128,-74.0741977,14.23294839325015,2025
17. La Candelaria,23,2,56,8,3,1,4,3,3,3,2,4.5930212,-74.0769864,11.00219189025774,2025
12. Barrios Unidos,33,1,29,9,4,1,4,3,2,2,2,4.6827905,-74.0659046,119.1506912224198,2025
17. La Candelaria,23,2,37,8,2,1,4,3,3,4,2,4.5913017,-74.0735583,18.22837899051784,2025
17. La Candelaria,23,2,40,9,2,1,5,1,3,1,1,4.5905967,-74.0735033,18.22837899051784,2025
17. La Candelaria,23,2,32,5,2,2,3,1,3,1,2,4.590225,-74.07332,19.09111729452017,2025
17. La Candelaria,23,1,56,10,2,1,3,1,3,2,1,4.5915283,-74.07198,13.58088599976166,2025
8. Kennedy,16,1,18,4,2,2,2,1,3,3,2,4.6163384,-74.1788896,305.9109044881078,2025
17. La Candelaria,23,1,49,8,2,1,4,1,2,3,2,4.5915501,-74.0720378,17.56175429433528,2025
7. Bosa,18,1,25,8,3,1,4,2,3,3,1,4.6011885,-74.1556176,75.13913966252606,2025
7. Bosa,18,2,18,5,3,2,3,2,3,4,2,4.6009492,-74.1554243,61.15334409573715,2025
7. Bosa,18,2,31,5,3,1,5,1,3,1,2,4.5999885,-74.1559063,79.45457331276754,2025
7. Bosa,18,1,64,5,3,1,4,3,1,3,2,4.6010912,-74.1563262,49.50374641967131,2025
12. Barrios Unidos,33,2,47,7,3,2,3,1,3,4,1,4.6771467,-74.080015,98.94064062887875,2025
7. Bosa,16,2,20,7,2,2,1,1,3,1,1,4.6305411,-74.1861595,364.0233183539064,2025
7. Bosa,16,1,29,8,2,2,3,1,3,1,2,4.630433,-74.1859422,474.5978246367163,2025
7. Bosa,16,2,51,5,2,2,3,2,3,2,2,4.6302245,-74.1862634,387.6419036148338,2025
7. Bosa,16,1,47,5,2,2,3,1,2,2,2,4.6304507,-74.1860454,389.1149265161092,2025
7. Bosa,18,2,47,7,3,2,2,1,3,1,1,4.6006143,-74.1554708,65.12109945285904,2025
7. Bosa,18,1,65,5,3,1,5,1,3,1,2,4.6003385,-74.1544331,49.50374641967131,2025
7. Bosa,18,2,71,5,3,2,3,1,3,3,2,4.5999031,-74.1549882,47.49916674690695,2025
7. Bosa,18,1,38,8,3,2,2,1,3,1,1,4.6015337,-74.156043,75.1118729012927,2025
7. Bosa,18,2,67,5,3,2,1,1,3,1,2,4.6014482,-74.1556262,46.19895005980125,2025
7. Bosa,18,1,32,8,3,1,5,3,2,4,2,4.6012521,-74.1556008,79.72907946759827,2025
7. Bosa,18,1,38,9,3,2,1,1,3,1,1,4.6012067,-74.155535,75.1118729012927,2025
7. Bosa,18,2,30,5,3,2,2,1,3,2,2,4.5997883,-74.15583,81.6907315361557,2025
7. Bosa,18,1,28,7,3,2,3,1,2,1,2,4.6002794,-74.156261,75.13913966252606,2025
7. Bosa,18,2,63,7,3,2,2,1,3,1,2,4.6011902,-74.1563424,49.34242687055556,2025
17. La Candelaria,23,2,70,3,2,2,1,1,3,1,2,4.590725,-74.0786017,10.28005258876326,2025
17. La Candelaria,23,1,71,3,2,2,1,1,3,1,2,4.5907117,-74.0786933,10.31782354171605,2025
17. La Candelaria,23,1,59,5,2,2,3,3,3,1,2,4.5924583,-74.078895,11.4469897792382,2025
17. La Candelaria,23,2,54,7,2,2,1,1,3,1,2,4.5924367,-74.07876,14.75235126704607,2025
12. Barrios Unidos,33,2,30,4,3,2,3,4,2,1,1,4.6773147,-74.0805293,120.4196016328985,2025
17. La Candelaria,23,1,64,5,2,2,3,1,2,3,1,4.5919756,-74.0738774,12.27193467028616,2025
17. La Candelaria,23,2,51,5,2,1,3,2,3,2,2,4.5920137,-74.0740425,16.21362172428562,2025
17. La Candelaria,23,2,72,4,2,2,3,2,2,1,2,4.5920817,-74.074135,9.918111040550249,2025
17. La Candelaria,23,2,31,5,2,2,1,1,3,1,2,4.5919217,-74.0739,19.09111729452017,2025
17. La Candelaria,23,1,73,4,2,2,1,3,3,3,2,4.5918683,-74.07381,11.33983897855017,2025
17. La Candelaria,23,1,70,3,2,2,2,1,3,3,2,4.5919017,-74.0739217,11.33983897855017,2025
17. La Candelaria,23,1,53,7,2,2,3,2,3,2,2,4.5917033,-74.0734933,16.26858870392082,2025
17. La Candelaria,23,1,43,7,2,1,4,1,3,1,2,4.5923162,-74.0739167,18.28062255401483,2025
17. La Candelaria,23,2,55,5,2,2,3,3,1,1,2,4.5919755,-74.0738178,16.21362172428562,2025
17. La Candelaria,23,1,53,3,2,2,1,1,1,1,2,4.591817,-74.0723332,17.56175429433528,2025
17. La Candelaria,23,1,70,5,2,1,4,1,3,3,2,4.5904941,-74.0728319,11.33983897855017,2025
17. La Candelaria,23,1,36,5,2,2,2,1,3,1,2,4.590584,-74.0725619,19.7337216819379,2025
17. La Candelaria,23,2,60,5,1,2,3,2,3,2,2,4.5909567,-74.0717917,13.52952015668643,2025
17. La Candelaria,23,2,39,4,2,2,2,1,3,2,2,4.5915619,-74.0719918,19.67732535633817,2025
17. La Candelaria,23,2,36,7,2,2,3,4,2,3,2,4.5915013,-74.0711228,19.67732535633817,2025
17. La Candelaria,23,1,72,4,2,1,5,4,2,1,2,4.5917021,-74.0710768,12.24122568361621,2025
17. La Candelaria,23,1,56,8,2,2,5,3,3,5,2,4.5915391,-74.0706512,13.58088599976166,2025
8. Kennedy,13,1,22,10,3,1,4,2,3,1,2,4.6425219,-74.1429331,904.6150997293838,2025
8. Kennedy,13,1,64,9,3,2,3,3,2,2,2,4.6419755,-74.1426216,727.7990017773533,2025
8. Kennedy,13,2,34,4,3,2,3,3,2,2,1,4.6384546,-74.1457807,1281.254525279212,2025
7. Bosa,18,2,74,5,3,2,3,2,3,1,2,4.6005315,-74.1555281,46.19895005980125,2025
12. Barrios Unidos,33,1,68,7,4,1,3,2,3,1,2,4.684437,-74.066635,69.06984406840803,2025
6. Tunjuelito,19,1,75,3,2,2,3,4,2,3,2,4.564922554,-74.12634149,106.7867910299715,2025
8. Kennedy,16,2,60,4,2,2,3,1,2,1,2,4.6182765,-74.1817986,250.7786880089302,2025
7. Bosa,18,2,55,5,3,1,4,2,3,1,2,4.6009883,-74.1554983,65.12109945285904,2025
7. Bosa,18,2,57,5,3,1,4,1,3,1,2,4.6011517,-74.1553533,50.42394348863532,2025
7. Bosa,18,1,60,3,3,2,1,1,3,1,2,4.6005617,-74.1536967,50.59305922115172,2025
7. Bosa,18,2,60,5,3,2,3,1,1,4,2,4.6002367,-74.1545167,50.42394348863532,2025
7. Bosa,18,2,41,4,3,1,4,1,3,2,1,4.5997967,-74.1550067,76.9470778020094,2025
7. Bosa,18,1,31,7,3,2,1,1,3,1,1,4.601235,-74.1556,79.72907946759827,2025
7. Bosa,18,1,55,3,3,2,2,1,3,1,2,4.6012233,-74.15554,65.36855688704193,2025
7. Bosa,18,1,25,5,3,1,5,3,1,3,2,4.600985,-74.1554383,75.13913966252606,2025
7. Bosa,18,2,68,4,3,2,3,1,3,2,2,4.6007117,-74.1554117,46.19895005980125,2025
7. Bosa,18,2,31,7,3,2,1,1,3,1,2,4.6011933,-74.1563367,79.45457331276754,2025
12. Barrios Unidos,33,2,45,7,3,2,2,1,3,1,2,4.6772224,-74.0800528,94.67406632341586,2025
12. Barrios Unidos,33,1,52,7,3,2,3,2,3,2,1,4.6770526,-74.0799685,99.31559722868553,2025
12. Barrios Unidos,33,1,68,10,3,2,2,1,3,2,2,4.6770717,-74.07969,70.04113875062002,2025
12. Barrios Unidos,33,2,36,8,3,1,4,2,3,2,2,4.6770356,-74.0787934,113.5585680898113,2025
17. La Candelaria,23,2,68,4,2,1,3,4,2,3,2,4.5904012,-74.0719774,12.19641363992201,2025
17. La Candelaria,23,2,18,5,2,2,3,1,2,2,2,4.5907367,-74.0722189,16.51970660746333,2025
17. La Candelaria,23,2,66,7,2,2,3,1,3,1,2,4.5904967,-74.071895,12.19641363992201,2025
17. La Candelaria,23,1,33,5,2,2,1,1,3,1,2,4.5917683,-74.0722783,20.66220487132695,2025
17. La Candelaria,23,1,23,5,2,1,3,3,2,2,2,4.5913683,-74.0728567,15.35790256966231,2025
6. Tunjuelito,19,2,21,5,3,1,5,5,2,5,2,4.576028598,-74.13419923,79.44564924080368,2025
11. Suba,27,2,72,5,4,2,1,1,3,1,2,4.6954804,-74.0776571,363.1061657116775,2025
10. Engativá,29,2,19,7,3,2,2,3,3,4,2,4.6733968,-74.094755,324.362988925321,2025
10. Engativá,29,1,80,4,4,2,4,1,3,1,2,4.6728187,-74.0952888,460.3607068530863,2025
9. Fontibón,30,1,41,7,4,2,2,1,3,2,1,4.65485917,-74.10704003,291.0098036391055,2025
5. Usme,5,1,69,5,2,2,1,1,3,2,1,4.497594362,-74.11864038,119.8920798438619,2025
12. Barrios Unidos,33,2,62,8,4,1,4,3,3,3,2,4.689140111,-74.07009372,104.094849242552,2025
17. La Candelaria,23,2,49,10,3,2,3,3,3,3,2,4.600658595,-74.07040498,23.9419311530797,2025
2. Chapinero,24,1,58,8,6,1,2,3,1,1,2,4.661711464,-74.04816967,891.6694076377282,2025
12. Barrios Unidos,33,2,44,8,3,2,3,3,3,2,2,4.6769663,-74.0803423,113.5585680898113,2025
2. Chapinero,24,1,53,5,6,1,4,3,2,3,2,4.6815916,-74.0574071,140.9316820268644,2025
12. Barrios Unidos,33,1,27,5,4,1,4,4,2,4,2,4.689214206,-74.07004504,158.8120900294241,2025
19. Ciudad Bolívar,3,1,22,5,3,1,5,1,2,1,2,4.593899263,-74.15719372,297.5267754503647,2025
17. La Candelaria,23,1,59,5,2,2,1,1,3,1,2,4.591028394,-74.07322796,12.58085296388789,2025
10. Engativá,29,2,52,8,3,2,2,1,3,2,2,4.6804093,-74.0964162,304.2969006181456,2025
18. Rafael Uribe Uribe,20,2,29,7,2,2,3,2,3,1,1,4.556753652,-74.10764292,106.1251179919281,2025
10. Engativá,30,1,35,1,4,2,2,2,3,2,2,4.6772477,-74.1089559,132.3771431317783,2025
19. Ciudad Bolívar,4,2,31,9,1,2,2,1,3,1,2,4.529312233,-74.15029599,1142.615862154848,2025
10. Engativá,30,1,48,5,3,2,2,2,3,1,2,4.6766042,-74.1120081,100.3703257415887,2025
17. La Candelaria,23,1,65,5,2,2,4,1,2,2,2,4.590233335,-74.07307212,12.27193467028616,2025
19. Ciudad Bolívar,4,2,64,4,1,1,5,1,1,1,2,4.544070825,-74.16186163,1199.836099772299,2025
10. Engativá,29,1,18,5,3,1,4,2,3,1,2,4.7076002,-74.1010434,352.1042789500905,2025
19. Ciudad Bolívar,4,1,42,7,1,2,2,1,3,2,2,4.548549061,-74.1619775,220.0195053375369,2025
16. Puente Aranda,31,2,43,5,3,2,2,2,3,2,2,4.611382537,-74.10699338,116.5413682631149,2025
4. San Cristóbal,21,1,18,5,2,2,2,1,3,1,2,4.580959295,-74.08309391,890.1020750426634,2025
5. Usme,20,2,88,4,2,2,1,5,3,5,2,4.511862923,-74.10227751,490.6710533776553,2025
10. Engativá,11,2,82,8,3,2,3,2,3,2,2,4.7055352,-74.1308593,1180.833815120085,2025
8. Kennedy,16,2,60,4,2,2,3,4,3,1,2,4.6184663,-74.1716618,349.8601226110056,2025
8. Kennedy,16,1,36,5,2,2,3,1,3,1,2,4.6200929,-74.1712701,521.713908916521,2025
8. Kennedy,16,2,22,8,2,2,3,2,3,1,2,4.6193724,-74.1708785,425.1614878847196,2025
10. Engativá,11,2,31,5,3,2,3,1,3,1,2,4.712832,-74.1335462,686.478146846561,2025
8. Kennedy,18,1,72,3,2,2,2,3,1,4,2,4.598991,-74.1367427,391.8490070788958,2025
17. La Candelaria,23,1,37,5,2,2,3,1,3,1,1,4.59903136,-74.06755426,21.10639178604061,2025
14. Los Mártires,23,1,25,7,2,2,2,2,2,3,2,4.6123187,-74.0753542,89.72613388276643,2025
14. Los Mártires,23,1,54,7,2,2,2,2,2,3,2,4.6123297,-74.0753775,77.9106928309839,2025
14. Los Mártires,23,1,72,7,2,2,2,2,3,3,2,4.6122848,-74.0753813,56.05660022284579,2025
14. Los Mártires,23,2,19,5,2,2,1,1,2,3,2,4.6123288,-74.0753925,72.94155010998725,2025
14. Los Mártires,23,1,42,7,2,1,1,1,3,1,2,4.6122917,-74.0754258,89.69256764985231,2025
14. Los Mártires,23,1,24,7,2,2,2,2,3,3,2,4.6123152,-74.075483,73.21234474401523,2025
14. Los Mártires,23,2,38,7,2,2,2,1,3,3,2,4.6123432,-74.0754705,89.35901496562191,2025
14. Los Mártires,23,1,46,7,2,2,1,2,2,3,2,4.6123376,-74.0754691,77.9106928309839,2025
14. Los Mártires,23,2,46,7,2,1,2,2,2,3,2,4.6123141,-74.0754682,77.61687796930696,2025
14. Los Mártires,23,2,32,8,2,2,2,2,3,3,2,4.6123061,-74.0753529,95.08148621821793,2025
14. Los Mártires,23,1,32,5,2,2,3,2,3,3,2,4.6114678,-74.0762107,95.42505226370065,2025
14. Los Mártires,23,2,76,5,2,2,3,2,3,3,2,4.6113236,-74.0764152,73.12601984364507,2025
14. Los Mártires,23,2,43,5,2,2,3,1,3,3,2,4.6116317,-74.0765024,93.86624123409997,2025
10. Engativá,11,1,84,4,2,2,1,1,3,1,2,4.7110667,-74.1440794,2176.060653900342,2025
11. Suba,27,2,80,8,5,2,3,1,3,2,2,4.7056986,-74.0597081,1014.817817532049,2025
11. Suba,27,1,67,9,5,1,4,2,3,3,2,4.7061775,-74.0596743,542.6803982511098,2025
11. Suba,27,2,27,8,4,2,3,3,3,4,2,4.710119,-74.0611646,508.9282040489577,2025
11. Suba,27,1,63,3,3,2,3,4,3,4,2,4.7101946,-74.0612416,336.378402522519,2025
11. Suba,27,1,31,8,3,2,2,3,2,2,2,4.710073,-74.0614972,541.8599234809508,2025
11. Suba,27,2,36,5,3,2,3,3,2,3,2,4.7101377,-74.0613613,508.7435952424543,2025
17. La Candelaria,23,2,60,3,2,1,5,1,1,3,2,4.5920733,-74.07896,11.4036947923946,2025
17. La Candelaria,23,2,27,5,2,1,5,1,3,1,2,4.5919498,-74.0790374,16.59030936324977,2025
17. La Candelaria,23,2,23,7,2,2,2,1,3,1,2,4.5920567,-74.0790183,13.92404830546144,2025
3. Santa Fe,23,2,52,3,2,2,4,3,3,3,2,4.611653379,-74.07453265,75.1912445766803,2025
18. Rafael Uribe Uribe,22,1,69,7,3,2,4,1,3,1,2,4.576923726,-74.10850135,191.0629854943876,2025
7. Bosa,16,2,54,5,2,1,4,1,3,1,2,4.6294395,-74.1856226,387.6419036148337,2025
7. Bosa,16,2,67,3,2,2,3,3,3,3,2,4.6308727,-74.1864163,275.0053223402963,2025
7. Bosa,15,2,59,5,2,1,4,3,3,3,2,4.6330702,-74.1949111,647.1630759155256,2025
7. Bosa,15,1,51,3,2,2,2,2,3,3,2,4.6329992,-74.1949448,838.9688194996429,2025
7. Bosa,16,2,36,5,2,2,3,1,3,1,1,4.6297526,-74.1845436,445.499518903948,2025
12. Barrios Unidos,33,1,60,8,3,2,1,1,3,3,2,4.678733,-74.0786542,66.79815501628659,2025
12. Barrios Unidos,33,1,39,7,3,1,4,3,3,2,2,4.6775365,-74.0788831,113.9630925819535,2025
12. Barrios Unidos,33,1,59,4,3,2,3,3,3,2,2,4.6778467,-74.0786683,76.6665386987708,2025
12. Barrios Unidos,33,2,59,5,3,2,3,2,1,2,2,4.6787013,-74.0788196,66.56958345308198,2025
12. Barrios Unidos,33,2,48,5,3,2,2,2,3,1,2,4.6779903,-74.0780185,98.94064062887875,2025
12. Barrios Unidos,33,2,60,8,3,2,3,3,3,3,2,4.6774454,-74.0789016,76.4041992585334,2025
8. Kennedy,13,1,70,5,3,2,2,2,3,3,2,4.645403,-74.1461489,629.6668667122675,2025
8. Kennedy,13,2,19,5,3,1,4,2,2,2,2,4.6362476,-74.1530639,1033.043096017881,2025
8. Kennedy,13,2,39,8,3,2,2,2,3,2,2,4.6361649,-74.1530052,1263.122925554662,2025
8. Kennedy,13,2,66,5,2,2,1,1,3,1,2,4.644065,-74.1461601,771.0600112838697,2025
8. Kennedy,13,1,36,7,2,1,4,2,3,1,1,4.6441969,-74.1460242,1257.318825209433,2025
8. Kennedy,13,2,67,7,2,2,3,2,3,2,2,4.6454102,-74.1462001,627.7579153982865,2025
8. Kennedy,13,1,70,7,3,2,3,4,3,3,2,4.6362395,-74.1530999,779.755312931842,2025
8. Kennedy,13,1,37,7,2,1,4,1,2,1,1,4.6361577,-74.1529685,1267.64292406665,2025
7. Bosa,18,1,62,8,3,2,2,2,2,1,2,4.5982433,-74.1598117,49.06484459065374,2025
8. Kennedy,13,2,36,8,2,2,1,1,3,1,1,4.6440086,-74.1462441,1252.835639044665,2025
8. Kennedy,13,2,67,4,2,2,1,1,3,1,2,4.6455409,-74.1460434,627.7579153982865,2025
8. Kennedy,13,1,34,5,2,2,2,2,3,1,2,4.6455608,-74.1458595,1085.631783576464,2025
8. Kennedy,13,1,46,8,3,2,3,2,3,2,2,4.6362679,-74.1529662,1104.293036517506,2025
8. Kennedy,13,2,58,5,3,2,4,1,3,1,2,4.6362242,-74.1529644,850.0783691237486,2025
17. La Candelaria,23,1,25,5,2,2,1,1,2,1,2,4.5926217,-74.0774333,16.63783227519597,2025
7. Bosa,16,1,65,4,2,2,3,1,3,1,2,4.6292319,-74.185929,294.6775570347792,2025
17. La Candelaria,23,1,57,3,2,2,1,1,2,1,2,4.592875,-74.0770967,11.04396254106972,2025
7. Bosa,16,2,20,7,2,1,4,3,1,3,2,4.6300697,-74.18582,364.0233183539063,2025
7. Bosa,15,2,62,7,2,2,3,1,3,3,2,4.6329496,-74.1951794,633.2824158007926,2025
7. Bosa,15,2,54,4,2,2,3,1,3,1,2,4.6336626,-74.1964074,835.7928419147074,2025
7. Bosa,15,1,59,5,2,2,3,4,3,3,2,4.6332,-74.1960049,649.3335816330265,2025
14. Los Mártires,23,1,60,8,3,1,4,3,3,1,1,4.5961791,-74.0866078,41.33422347820738,2025
14. Los Mártires,23,1,74,5,3,2,1,1,3,2,2,4.5967217,-74.08713,38.09868395045659,2025
14. Los Mártires,23,1,22,5,3,2,3,3,3,1,2,4.5968083,-74.0869933,49.75852928264698,2025
14. Los Mártires,23,1,61,3,3,2,1,1,1,1,2,4.5962604,-74.0865683,40.50167464317887,2025
14. Los Mártires,23,2,20,7,3,2,1,1,3,2,2,4.595965,-74.087325,49.57448460037408,2025
14. Los Mártires,23,2,25,5,3,2,1,1,3,1,1,4.5961133,-74.08749,60.75532183332088,2025
14. Los Mártires,23,1,51,5,3,2,3,3,3,1,2,4.5962467,-74.0875783,52.95174610534147,2025
14. Los Mártires,23,2,60,8,3,2,1,1,3,1,2,4.5959783,-74.0872917,41.20476040256523,2025
17. La Candelaria,23,2,55,2,2,2,3,2,3,3,2,4.5908758,-74.0795118,14.75235126704607,2025
