NUMERO,corredor,FECHA,F5,F6,P1,P2,P3,P4A,P4B,P4C,P4D,P4E,P33A,P33B,P33C,P33D,P33E,P33F,P33G,P33H,P33J,P33K,P33L,P34,P37,P40,P43,P43_1A,P43_1B,P43_1C,P43_1D,P43_1E,P43_1F,P43_1G,P44_1,P44_2,P44_3,P44_4,P44_5,P44_6,P44_7,P44_8,P45_1,P45_2,P45_3,P45_4,P45_5,P45_6,P45_7,P30,P31,P32,D1,D2,D3,tramo,corredor_nombre,tamano_empresa,es_mipyme,seguridad_empeoro,fue_victima,indice_satisfaccion
86,2,2/10/2024 9:29:42 a. m.,2,1,5.0,2.0,,0,20,75,1,4,2,3,3,1,1,1,1,1,1,1,1,1,3,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,,2,,,5,,7,2,2,4,2,36,4,10,Primera Línea Metro,Micro,1,0,1,1.4166666666666667
87,2,2/10/2024 10:11:17 a. m.,3,1,3.0,1.0,,0,0,50,0,50,5,3,5,5,1,5,1,3,5,5,3,3,5,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,,,,,1,1,1,2,54,3,10,Primera Línea Metro,Micro,1,0,0,3.6666666666666665
88,2,2/10/2024 9:25:45 a. m.,3,2,1.0,,,0,100,0,0,0,1,3,1,3,1,1,1,1,1,1,3,2,3,4,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,3,4,,,,3,1,2,1,61,3,10,Primera Línea Metro,Pequeña,1,0,0,1.5833333333333333
89,2,2/10/2024 10:28:35 a. m.,3,2,2.0,,,0,0,50,50,0,3,3,3,3,2,5,5,1,2,5,2,5,5,1,3,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,,4,,6,7,3,1,1,1,45,5,10,Primera Línea Metro,Pequeña,1,0,0,3.25
90,2,2/10/2024 10:38:56 a. m.,3,4,6.0,3.0,,50,50,0,0,0,1,1,3,3,1,1,1,3,1,3,1,3,5,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,,5,,7,5,5,5,1,56,5,10,Primera Línea Metro,Grande,0,1,0,1.8333333333333333
91,2,2/10/2024 9:27:14 a. m.,1,2,1.0,1.0,,100,0,0,0,0,1,1,4,3,1,1,2,3,4,3,1,3,5,5,2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,,2,3,4,,,,5,5,3,2,44,3,10,Primera Línea Metro,Pequeña,1,1,1,2.25
92,2,2/10/2024 10:47:42 a. m.,2,1,1.0,,,0,0,100,0,0,1,1,5,3,1,1,1,1,1,5,1,3,4,3,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,1,,3,4,,,,5,1,5,1,62,3,10,Primera Línea Metro,Micro,1,0,1,2.0
93,1,2/10/2024 11:00:04 a. m.,2,2,2.0,1.0,,0,50,0,50,0,1,1,1,1,1,1,1,5,1,1,1,4,5,1,3,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,3,,,,7,5,1,1,2,33,4,17,Calle 13,Pequeña,1,0,0,1.5833333333333333
94,2,2/10/2024 11:12:20 a. m.,3,2,1.0,,,100,0,0,0,0,2,3,2,2,3,2,1,2,1,3,2,3,5,5,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,,3,,,6,,5,1,1,1,50,4,10,Primera Línea Metro,Pequeña,1,1,0,2.1666666666666665
95,2,2/10/2024 11:29:41 a. m.,2,1,6.0,3.0,1.0,0,0,50,50,0,3,4,4,4,4,2,1,4,3,1,2,3,5,5,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,,2,3,4,,,,5,2,1,1,30,5,10,Primera Línea Metro,Micro,1,0,1,2.9166666666666665
96,2,2/10/2024 11:33:21 a. m.,3,1,2.0,,1.0,0,50,50,0,0,3,4,2,2,2,2,3,3,3,3,4,2,4,4,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,,,5,,7,2,2,3,1,20,3,10,Primera Línea Metro,Micro,1,0,0,2.75
97,2,2/10/2024 10:35:43 a. m.,3,1,5.0,4.0,2.0,25,0,75,0,0,2,2,2,3,2,2,1,1,3,4,2,2,5,4,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,2,3,,,,,1,3,2,2,40,4,10,Primera Línea Metro,Micro,1,0,1,2.1666666666666665
98,2,2/10/2024 10:44:33 a. m.,3,1,3.0,1.0,,50,0,0,0,50,3,5,5,3,3,3,3,3,1,5,3,3,1,3,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,,,4,,,,1,1,1,1,67,3,10,Primera Línea Metro,Micro,1,1,0,3.3333333333333335
99,2,2/10/2024 11:27:30 a. m.,3,1,2.0,1.0,,100,0,0,0,0,2,5,5,5,5,1,2,5,5,5,5,5,5,5,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,0,0,1,0,0,,,3,4,,6,,5,1,1,1,63,4,10,Primera Línea Metro,Micro,1,1,1,4.166666666666667
100,1,2/10/2024 11:40:27 a. m.,3,2,2.0,1.0,1.0,0,0,0,0,100,1,1,5,1,1,1,1,5,1,1,1,2,5,1,3,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,,3,,,,7,1,1,1,2,21,3,17,Calle 13,Pequeña,1,0,0,1.75
101,2,2/10/2024 11:29:29 a. m.,3,1,3.0,2.0,,30,0,40,30,0,2,1,1,1,1,1,1,1,1,1,2,3,2,5,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,0,0,0,1,0,0,,2,3,,,,7,2,1,1,1,48,4,10,Primera Línea Metro,Micro,1,1,1,1.3333333333333333
102,2,2/10/2024 11:39:12 a. m.,2,1,3.0,,,0,0,100,0,0,1,2,2,2,1,3,2,1,1,3,1,1,1,5,2,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,,,3,4,,,7,1,1,1,1,39,3,10,Primera Línea Metro,Micro,1,1,1,1.6666666666666667
103,2,2/10/2024 12:06:07 p. m.,2,2,2.0,,,0,0,0,50,50,4,5,5,3,2,5,2,5,1,5,5,5,3,5,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,1,2,3,,,,,5,5,5,1,26,5,10,Primera Línea Metro,Pequeña,1,1,0,3.9166666666666665
104,2,2/10/2024 12:02:19 p. m.,2,2,2.0,,,0,100,0,0,0,2,1,4,2,1,1,1,3,1,3,3,3,5,4,3,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,,5,,7,3,5,5,1,36,4,10,Primera Línea Metro,Pequeña,1,0,0,2.0833333333333335
105,2,2/10/2024 12:12:58 p. m.,2,1,1.0,1.0,,100,0,0,0,0,3,3,3,3,3,3,3,1,1,3,1,3,3,5,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,,5,1,5,2,32,2,10,Primera Línea Metro,Micro,1,1,0,2.5
106,1,2/10/2024 12:03:20 p. m.,2,3,1.0,1.0,,0,0,100,0,0,1,1,3,2,3,3,3,3,4,1,1,4,5,5,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,,,3,,5,,7,1,1,1,2,54,4,19,Calle 13,Mediana,1,0,0,2.4166666666666665
107,1,2/10/2024 12:09:41 p. m.,3,2,1.0,1.0,,100,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,,2,3,,,,7,1,5,5,2,48,4,17,Calle 13,Pequeña,1,0,1,1.0
108,2,2/10/2024 12:01:33 p. m.,2,1,2.0,,,0,0,0,0,100,2,1,1,5,1,2,1,2,3,4,2,1,1,2,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,1,,,4,,6,,3,1,4,1,30,4,10,Primera Línea Metro,Micro,1,1,1,2.0833333333333335
109,2,2/10/2024 12:24:26 p. m.,3,92,2.0,1.0,,30,40,30,0,0,5,2,2,3,2,2,2,2,2,5,4,4,5,4,2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,,,5,,7,4,1,4,1,35,3,10,Primera Línea Metro,NS/NR,0,1,0,2.9166666666666665
110,2,2/10/2024 12:31:35 p. m.,3,2,1.0,1.0,,0,0,100,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,1,,,,5,6,,1,1,1,2,52,2,10,Primera Línea Metro,Pequeña,1,0,0,5.0
111,2,2/10/2024 12:36:30 p. m.,3,2,2.0,1.0,,10,10,10,10,60,1,5,1,3,5,1,1,1,5,5,1,1,5,5,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,,,,6,7,5,5,5,1,65,4,10,Primera Línea Metro,Pequeña,1,0,0,2.5
112,1,2/10/2024 11:59:54 a. m.,2,2,2.0,2.0,1.0,0,0,100,0,0,1,5,1,3,3,1,1,5,3,5,3,1,5,5,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,,3,4,,6,,2,1,1,2,28,3,19,Calle 13,Pequeña,1,1,0,2.6666666666666665
113,1,2/10/2024 12:00:13 p. m.,2,92,1.0,1.0,,100,0,0,0,0,3,3,3,1,5,5,3,1,5,5,3,5,3,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,,,5,,,3,5,1,2,29,4,17,Calle 13,NS/NR,0,0,0,3.5
114,1,2/10/2024 1:12:28 p. m.,2,1,2.0,1.0,1.0,100,0,0,0,0,1,1,5,1,1,1,5,1,1,5,1,1,1,5,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,,,,,,,7,5,5,5,2,25,4,17,Calle 13,Micro,1,1,0,2.0
115,1,2/10/2024 1:27:47 p. m.,3,1,1.0,1.0,,0,0,100,0,0,3,3,3,3,2,3,3,3,2,3,3,4,4,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,,,3,,,,7,3,2,3,1,28,5,17,Calle 13,Micro,1,0,1,2.9166666666666665
116,1,2/10/2024 1:45:18 p. m.,3,2,2.0,1.0,,0,0,100,0,0,5,1,1,1,1,1,1,1,1,1,1,1,5,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,,,3,,,,7,5,5,5,2,68,3,17,Calle 13,Pequeña,1,1,1,1.3333333333333333
117,1,2/10/2024 2:06:24 p. m.,3,1,1.0,1.0,,0,0,100,0,0,1,1,3,1,1,1,2,1,3,1,1,1,3,3,3,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,,,3,4,5,,,3,2,2,2,28,5,17,Calle 13,Micro,1,0,1,1.4166666666666667
118,1,2/10/2024 2:32:32 p. m.,2,1,2.0,,,0,0,100,0,0,1,3,3,3,3,1,2,1,3,1,1,3,2,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,,4,,6,,1,1,1,1,38,5,19,Calle 13,Micro,1,0,0,2.0833333333333335
119,2,2/10/2024 2:43:48 p. m.,3,2,2.0,1.0,,0,0,50,50,0,1,1,2,1,2,4,1,1,1,4,3,3,4,4,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,,2,3,,5,,,1,4,2,2,34,5,10,Primera Línea Metro,Pequeña,1,1,1,2.0
120,2,2/10/2024 2:44:51 p. m.,3,1,2.0,,,0,0,0,0,100,1,1,4,1,1,1,1,1,1,5,1,5,5,1,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,1,2,3,,,,,5,1,5,1,36,3,10,Primera Línea Metro,Micro,1,0,0,1.9166666666666667
121,2,2/10/2024 12:57:15 p. m.,3,3,3.0,,1.0,0,0,100,0,0,3,4,1,3,2,2,4,1,3,4,3,3,1,5,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,4,,,,5,4,5,1,36,4,10,Primera Línea Metro,Mediana,1,1,0,2.75
122,2,2/10/2024 2:45:38 p. m.,3,1,2.0,,,0,50,0,0,50,1,1,1,1,1,1,1,1,1,3,1,1,3,3,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,,2,3,4,,,,1,5,1,1,50,3,10,Primera Línea Metro,Micro,1,1,1,1.1666666666666667
123,2,2/10/2024 2:44:30 p. m.,2,1,2.0,2.0,,50,0,50,0,0,5,5,4,4,1,1,5,4,2,5,3,5,5,5,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,,5,6,,2,5,5,2,41,3,10,Primera Línea Metro,Micro,1,1,0,3.6666666666666665
124,2,2/10/2024 3:01:53 p. m.,3,1,1.0,1.0,,0,0,100,0,0,1,1,3,3,1,3,1,1,3,3,1,3,4,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0,1,,,3,,,6,7,5,5,5,2,33,2,10,Primera Línea Metro,Micro,1,1,1,2.0
125,2,2/10/2024 2:57:42 p. m.,2,1,5.0,2.0,,0,20,30,20,30,3,3,3,1,1,1,1,1,1,3,1,3,5,5,3,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,1,2,,4,,,,5,5,5,2,26,4,10,Primera Línea Metro,Micro,1,0,0,1.8333333333333333
126,2,2/10/2024 2:45:18 p. m.,3,2,1.0,1.0,,0,100,0,0,0,1,1,3,2,2,1,1,3,3,3,1,2,4,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,1,0,,2,,4,5,,,3,2,4,1,56,4,10,Primera Línea Metro,Pequeña,1,1,1,1.9166666666666667
127,2,2/10/2024 3:10:18 p. m.,3,2,15.0,5.0,3.0,0,0,70,0,30,1,1,1,1,2,1,1,2,1,1,1,1,3,5,3,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,1,2,,4,,,,5,5,5,2,44,4,10,Primera Línea Metro,Pequeña,1,0,0,1.1666666666666667
128,1,2/10/2024 2:44:21 p. m.,2,92,5.0,3.0,1.0,0,0,100,0,0,3,2,5,3,3,3,4,5,3,3,2,3,5,5,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,1,,3,,,,7,4,1,1,2,24,5,19,Calle 13,NS/NR,0,0,0,3.25
129,1,2/10/2024 4:40:55 p. m.,2,3,3.0,2.0,1.0,0,0,80,0,20,3,3,3,4,2,3,2,2,3,2,3,4,3,5,1,,,,,,,,0,0,0,0,0,0,0,1,,2,,,5,,,3,3,3,1,20,3,19,Calle 13,Mediana,1,0,0,2.8333333333333335
130,1,2/10/2024 5:17:02 p. m.,2,1,2.0,2.0,,50,0,50,0,0,1,2,4,2,2,2,1,3,1,2,2,3,3,5,3,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,,2,3,,,,,4,4,2,2,40,5,17,Calle 13,Micro,1,0,1,2.0833333333333335
131,1,2/10/2024 7:22:30 p. m.,3,2,2.0,1.0,,0,100,0,0,0,1,1,1,1,1,1,1,5,1,1,1,1,5,5,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,,2,3,,,,7,1,5,5,1,35,3,17,Calle 13,Pequeña,1,1,1,1.3333333333333333
132,2,2/10/2024 3:52:39 p. m.,2,2,1.0,1.0,,100,0,0,0,0,2,5,3,2,3,3,1,3,1,3,5,3,2,5,2,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,2,,,,6,,5,1,1,2,42,4,9,Primera Línea Metro,Pequeña,1,1,0,2.8333333333333335
133,2,3/10/2024 9:08:25 a. m.,2,2,2.0,1.0,1.0,0,100,0,0,0,2,1,4,5,2,4,1,4,2,1,2,5,5,5,3,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,3,,5,,,5,2,5,2,28,3,9,Primera Línea Metro,Pequeña,1,0,0,2.75
134,2,3/10/2024 9:07:13 a. m.,3,1,3.0,1.0,,70,30,0,0,0,1,3,4,1,2,1,1,3,1,2,3,3,93,5,2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1,1,0,0,0,0,0,,,3,4,5,,,5,5,5,2,41,6,9,Primera Línea Metro,Micro,1,1,1,2.0833333333333335
135,2,3/10/2024 9:17:01 a. m.,2,1,1.0,1.0,,0,100,0,0,0,3,3,3,3,5,3,3,3,3,3,5,3,3,5,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,2,,,5,,,5,5,5,2,40,3,9,Primera Línea Metro,Micro,1,0,0,3.3333333333333335
136,2,3/10/2024 9:12:29 a. m.,2,1,1.0,1.0,,0,0,100,0,0,1,3,2,2,1,2,1,2,1,3,1,3,4,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,0,1,1,,,4,,,7,1,2,1,2,36,5,9,Primera Línea Metro,Micro,1,1,1,1.8333333333333333
137,2,3/10/2024 9:25:17 a. m.,2,1,2.0,1.0,1.0,50,50,0,0,0,1,1,1,4,5,4,3,3,1,1,1,3,5,5,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,1,,,4,,6,,1,1,5,1,51,3,9,Primera Línea Metro,Micro,1,1,0,2.3333333333333335
138,2,3/10/2024 9:35:40 a. m.,2,2,1.0,1.0,,0,100,0,0,0,3,1,1,3,4,3,1,2,3,4,4,3,5,5,2,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,1,,3,,,6,,5,5,4,2,40,3,9,Primera Línea Metro,Pequeña,1,1,1,2.6666666666666665
139,2,3/10/2024 10:08:29 a. m.,2,2,1.0,1.0,,100,0,0,0,0,1,2,1,3,1,4,1,3,1,2,4,1,93,5,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,1,2,,,,6,,5,1,5,2,55,3,9,Primera Línea Metro,Pequeña,1,0,0,2.0
140,2,3/10/2024 10:22:07 a. m.,2,2,1.0,1.0,,50,0,50,0,0,1,1,2,3,2,1,2,1,1,2,1,3,1,5,3,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,,,,7,5,1,5,2,60,3,9,Primera Línea Metro,Pequeña,1,0,0,1.6666666666666667
141,2,3/10/2024 10:34:51 a. m.,2,2,1.0,,,0,0,100,0,0,5,4,3,3,1,3,2,4,1,3,3,4,3,5,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,0,1,0,1,,,4,,,7,1,1,1,1,43,4,9,Primera Línea Metro,Pequeña,1,0,1,3.0
142,2,3/10/2024 10:11:47 a. m.,2,2,1.0,1.0,,100,0,0,0,0,3,1,3,3,1,1,1,1,1,3,1,5,3,4,2,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,1,0,,,3,4,5,,,3,5,2,2,40,4,9,Primera Línea Metro,Pequeña,1,1,1,2.0
143,2,3/10/2024 10:33:56 a. m.,2,1,1.0,1.0,,100,0,0,0,0,2,2,3,3,1,1,1,3,1,1,1,2,4,4,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,3,,5,,,2,3,3,2,44,3,9,Primera Línea Metro,Micro,1,1,0,1.75
144,2,3/10/2024 10:35:17 a. m.,3,2,6.0,3.0,,100,0,0,0,0,3,1,1,3,5,3,3,1,1,3,3,3,5,5,3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,2,3,4,,,,5,5,5,1,35,3,9,Primera Línea Metro,Pequeña,1,0,0,2.5
145,1,3/10/2024 10:52:09 a. m.,2,2,1.0,,,0,100,0,0,0,1,1,1,1,5,1,1,1,5,1,1,5,5,5,3,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,,2,3,,,,,1,5,5,1,34,3,17,Calle 13,Pequeña,1,0,1,2.0
146,2,3/10/2024 11:03:33 a. m.,3,2,1.0,,,100,0,0,0,0,1,3,5,5,1,5,4,5,1,3,3,5,3,5,3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,2,,,,,,3,5,3,1,74,3,9,Primera Línea Metro,Pequeña,1,0,0,3.4166666666666665
147,2,3/10/2024 10:59:08 a. m.,2,1,1.0,1.0,,100,0,0,0,0,4,1,4,4,3,1,3,3,1,3,2,5,4,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,,,3,4,,,7,1,1,2,2,28,3,9,Primera Línea Metro,Micro,1,0,0,2.8333333333333335
148,2,3/10/2024 10:17:59 a. m.,2,1,1.0,1.0,1.0,0,0,100,0,0,5,5,5,5,1,1,1,1,3,3,1,2,4,5,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,,,3,4,,,,1,5,5,2,56,3,9,Primera Línea Metro,Micro,1,0,0,2.75
149,2,3/10/2024 11:03:22 a. m.,2,2,1.0,1.0,,100,0,0,0,0,1,3,5,3,5,4,3,5,1,3,3,3,5,5,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,0,1,1,0,1,0,,,3,4,5,,,1,3,1,1,60,3,9,Primera Línea Metro,Pequeña,1,1,1,3.25
150,1,3/10/2024 11:31:09 a. m.,2,2,2.0,,,0,50,50,0,0,4,5,4,5,4,4,3,5,3,3,3,3,5,5,3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,,,3,,,6,7,1,3,1,1,54,3,17,Calle 13,Pequeña,1,0,0,3.8333333333333335
151,2,3/10/2024 11:31:40 a. m.,2,1,1.0,1.0,,0,0,0,0,100,1,5,5,4,5,4,4,5,5,1,3,5,3,3,3,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,7,5,5,5,1,26,4,9,Primera Línea Metro,Micro,1,0,0,3.9166666666666665
152,1,3/10/2024 11:37:16 a. m.,2,2,5.0,,1.0,0,0,100,0,0,1,1,3,1,1,1,1,2,3,1,1,2,1,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,,,3,4,,,7,1,1,1,1,26,4,19,Calle 13,Pequeña,1,1,1,1.5
153,2,3/10/2024 11:32:13 a. m.,3,2,2.0,,,0,0,0,0,100,3,5,4,3,1,1,2,4,1,4,2,4,4,3,3,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,1,,3,,,,7,1,1,1,1,50,4,9,Primera Línea Metro,Pequeña,1,0,1,2.8333333333333335
154,1,3/10/2024 11:20:11 a. m.,2,2,3.0,2.0,1.0,0,0,100,0,0,1,2,5,3,3,3,1,2,2,5,3,4,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,,,,,,6,,1,1,1,2,33,4,18,Calle 13,Pequeña,1,0,0,2.8333333333333335
155,1,3/10/2024 12:08:20 p. m.,2,1,1.0,1.0,,0,50,0,50,0,1,1,5,1,1,1,1,1,5,1,1,1,5,5,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,,3,,,,7,5,5,5,2,39,3,17,Calle 13,Micro,1,0,0,1.6666666666666667
156,1,3/10/2024 12:03:07 p. m.,2,1,2.0,1.0,,0,50,0,50,0,5,5,5,5,5,5,5,5,4,4,4,1,1,1,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,2,,,,,7,2,5,5,2,52,3,17,Calle 13,Micro,1,0,0,4.416666666666667
157,1,3/10/2024 12:09:21 p. m.,2,4,4.0,1.0,1.0,0,0,100,0,0,1,2,3,1,2,1,1,2,2,4,1,3,4,3,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,2,3,,,,,2,3,3,2,23,3,19,Calle 13,Grande,0,0,0,1.9166666666666667
158,1,3/10/2024 12:14:17 p. m.,2,3,3.0,1.0,1.0,0,0,75,0,25,2,2,4,4,3,4,2,2,4,4,4,4,5,4,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,,,3,,,6,7,1,1,1,1,35,3,19,Calle 13,Mediana,1,0,0,3.25
159,1,3/10/2024 12:35:24 p. m.,2,4,4.0,2.0,1.0,0,25,50,0,25,2,5,3,4,1,1,2,1,2,3,2,4,3,4,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,,2,3,,,,7,2,1,1,1,33,4,19,Calle 13,Grande,0,0,1,2.5
160,1,3/10/2024 1:13:17 p. m.,3,1,2.0,1.0,,100,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,,,3,4,,,7,5,5,5,2,55,4,17,Calle 13,Micro,1,1,1,1.0
161,1,3/10/2024 1:10:59 p. m.,3,3,2.0,2.0,1.0,0,0,100,0,0,5,4,4,3,1,2,2,1,1,4,4,2,4,5,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,1,0,0,0,0,,2,3,,,6,,1,5,5,2,20,4,17,Calle 13,Mediana,1,0,1,2.75
162,1,3/10/2024 1:13:33 p. m.,2,3,4.0,2.0,3.0,0,0,100,0,0,4,4,3,3,1,3,3,2,4,4,2,4,4,4,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,,2,,4,,,7,1,1,1,1,22,4,19,Calle 13,Mediana,1,0,1,3.0833333333333335
163,1,3/10/2024 1:56:59 p. m.,3,2,2.0,,1.0,0,50,25,25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,,2,3,,,,7,5,5,5,1,45,4,17,Calle 13,Pequeña,1,1,0,1.0
164,1,3/10/2024 1:58:54 p. m.,2,92,2.0,1.0,1.0,100,0,0,0,0,1,2,2,1,1,1,2,3,1,2,4,3,5,4,3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1,0,0,0,0,1,0,,2,3,,,6,,2,2,2,1,20,3,17,Calle 13,NS/NR,0,0,1,1.9166666666666667
165,1,3/10/2024 2:24:05 p. m.,2,2,1.0,1.0,1.0,100,0,0,0,0,1,1,5,5,1,5,1,5,1,5,1,5,5,5,3,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,1,,2,3,,,,7,5,5,5,2,24,5,17,Calle 13,Pequeña,1,0,0,3.0
166,2,3/10/2024 11:24:43 a. m.,2,2,2.0,1.0,,100,0,0,0,0,1,1,2,1,1,2,1,2,1,1,2,1,5,5,2,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,,2,3,,,6,,1,5,5,2,57,3,9,Primera Línea Metro,Pequeña,1,1,1,1.3333333333333333
